ma_truong,ten_truong,ma_nganh,ten_nganh,ma_to_hop,nam,diem_chuan,chi_tieu,phuong_thuc
KTS,Đại học Kiến trúc TP HCM,7210110,Mỹ thuật đô thị,V00,2024,22.76,,THPT
KTS,Đại học Kiến trúc TP HCM,7210110,Mỹ thuật đô thị,V01,2024,22.76,,THPT
KTS,Đại học Kiến trúc TP HCM,7210110,Mỹ thuật đô thị,V02,2024,22.76,,THPT
KTS,Đại học Kiến trúc TP HCM,7580302,Quản lý xây dựng,A00,2024,22.5,,THPT
KTS,Đại học Kiến trúc TP HCM,7580302,Quản lý xây dựng,A01,2024,22.5,,THPT
KTS,Đại học Kiến trúc TP HCM,7580302,Quản lý xây dựng,C01,2024,22.5,,THPT
KTS,Đại học Kiến trúc TP HCM,7580302,Quản lý xây dựng,C02,2024,22.5,,THPT
KTS,Đại học Kiến trúc TP HCM,7580105,Quy hoạch vùng và đô thị,V00,2024,23.12,,THPT
KTS,Đại học Kiến trúc TP HCM,7580105,Quy hoạch vùng và đô thị,V01,2024,23.12,,THPT
KTS,Đại học Kiến trúc TP HCM,7580105,Quy hoạch vùng và đô thị,V02,2024,23.12,,THPT
KTS,Đại học Kiến trúc TP HCM,7580105CLC,Quy hoạch vùng và đô thị (Chất lượng cao),V00,2024,22.32,,THPT
KTS,Đại học Kiến trúc TP HCM,7580105CLC,Quy hoạch vùng và đô thị (Chất lượng cao),V01,2024,22.32,,THPT
KTS,Đại học Kiến trúc TP HCM,7580105CLC,Quy hoạch vùng và đô thị (Chất lượng cao),V02,2024,22.32,,THPT
KTS,Đại học Kiến trúc TP HCM,7210403,Thiết kế đồ họa,H01,2024,25.54,,THPT
KTS,Đại học Kiến trúc TP HCM,7210403,Thiết kế đồ họa,H06,2024,25.54,,THPT
KTS,Đại học Kiến trúc TP HCM,7210402,Thiết kế công nghiệp,H01,2024,24.72,,THPT
KTS,Đại học Kiến trúc TP HCM,7210402,Thiết kế công nghiệp,H02,2024,24.72,,THPT
KTS,Đại học Kiến trúc TP HCM,7580108CT,Thiết kế nội thất,V00,2024,21.81,,THPT
KTS,Đại học Kiến trúc TP HCM,7580108CT,Thiết kế nội thất,V01,2024,21.81,,THPT
KTS,Đại học Kiến trúc TP HCM,7580108CT,Thiết kế nội thất,V02,2024,21.81,,THPT
KTS,Đại học Kiến trúc TP HCM,7210404,Thiết kế thời trang,H01,2024,24.81,,THPT
KTS,Đại học Kiến trúc TP HCM,7210404,Thiết kế thời trang,H06,2024,24.81,,THPT
KTS,Đại học Kiến trúc TP HCM,7580108,Thiết kế nội thất,V00,2024,23.91,,THPT
KTS,Đại học Kiến trúc TP HCM,7580108,Thiết kế nội thất,V01,2024,23.91,,THPT
KTS,Đại học Kiến trúc TP HCM,7580108,Thiết kế nội thất,V02,2024,23.91,,THPT
KTS,Đại học Kiến trúc TP HCM,7580199,Thiết kế đô thị ( CT tiên tiến),V00,2024,21.39,,THPT
KTS,Đại học Kiến trúc TP HCM,7580199,Thiết kế đô thị ( CT tiên tiến),V01,2024,21.39,,THPT
KTS,Đại học Kiến trúc TP HCM,7580199,Thiết kế đô thị ( CT tiên tiến),V02,2024,21.39,,THPT
DBD,Đại học Bình Dương,7510301,"Công nghệ kỹ thuật điện, điện tử",A00,2024,15,,THPT
DBD,Đại học Bình Dương,7510301,"Công nghệ kỹ thuật điện, điện tử",A02,2024,15,,THPT
DBD,Đại học Bình Dương,7510301,"Công nghệ kỹ thuật điện, điện tử",A09,2024,15,,THPT
DBD,Đại học Bình Dương,7510301,"Công nghệ kỹ thuật điện, điện tử",D01,2024,15,,THPT
DBD,Đại học Bình Dương,7480201,Công nghệ thông tin,A00,2024,15,,THPT
DBD,Đại học Bình Dương,7480201,Công nghệ thông tin,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7480201,Công nghệ thông tin,D01,2024,15,,THPT
DBD,Đại học Bình Dương,7480201,Công nghệ thông tin,K01,2024,15,,THPT
DBD,Đại học Bình Dương,7510205,Công nghệ kỹ thuật ô tô,A00,2024,15,,THPT
DBD,Đại học Bình Dương,7510205,Công nghệ kỹ thuật ô tô,A01,2024,15,,THPT
DBD,Đại học Bình Dương,7510205,Công nghệ kỹ thuật ô tô,A02,2024,15,,THPT
DBD,Đại học Bình Dương,7510205,Công nghệ kỹ thuật ô tô,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7540101,Công nghệ thực phẩm,A00,2024,15,,THPT
DBD,Đại học Bình Dương,7540101,Công nghệ thực phẩm,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7540101,Công nghệ thực phẩm,B00,2024,15,,THPT
DBD,Đại học Bình Dương,7540101,Công nghệ thực phẩm,D07,2024,15,,THPT
DBD,Đại học Bình Dương,7510102,Công nghệ kỹ thuật xây dựng dân dụng và công nghiệp,A00,2024,15,,THPT
DBD,Đại học Bình Dương,7510102,Công nghệ kỹ thuật xây dựng dân dụng và công nghiệp,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7510102,Công nghệ kỹ thuật xây dựng dân dụng và công nghiệp,V00,2024,15,,THPT
DBD,Đại học Bình Dương,7510102,Công nghệ kỹ thuật xây dựng dân dụng và công nghiệp,V01,2024,15,,THPT
DBD,Đại học Bình Dương,7720201,Dược học,A00,2024,21,,THPT
DBD,Đại học Bình Dương,7720201,Dược học,B00,2024,21,,THPT
DBD,Đại học Bình Dương,7720201,Dược học,C08,2024,21,,THPT
DBD,Đại học Bình Dương,7720201,Dược học,D07,2024,21,,THPT
DBD,Đại học Bình Dương,7310614,Hàn Quốc học,A01,2024,15,,THPT
DBD,Đại học Bình Dương,7310614,Hàn Quốc học,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7310614,Hàn Quốc học,C00,2024,15,,THPT
DBD,Đại học Bình Dương,7310614,Hàn Quốc học,D15,2024,15,,THPT
DBD,Đại học Bình Dương,7720203,Hoá dược,A00,2024,15,,THPT
DBD,Đại học Bình Dương,7720203,Hoá dược,B00,2024,15,,THPT
DBD,Đại học Bình Dương,7720203,Hoá dược,C08,2024,15,,THPT
DBD,Đại học Bình Dương,7720203,Hoá dược,D07,2024,15,,THPT
DBD,Đại học Bình Dương,7340301,Kế toán,A01,2024,15,,THPT
DBD,Đại học Bình Dương,7340301,Kế toán,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7340301,Kế toán,C00,2024,15,,THPT
DBD,Đại học Bình Dương,7340301,Kế toán,D01,2024,15,,THPT
DBD,Đại học Bình Dương,7580101,Kiến trúc,A00,2024,15,,THPT
DBD,Đại học Bình Dương,7580101,Kiến trúc,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7580101,Kiến trúc,V00,2024,15,,THPT
DBD,Đại học Bình Dương,7580101,Kiến trúc,V01,2024,15,,THPT
DBD,Đại học Bình Dương,7510605,Logistics và Quản lý chuỗi cung ứng,A00,2024,15,,THPT
DBD,Đại học Bình Dương,7510605,Logistics và Quản lý chuỗi cung ứng,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7510605,Logistics và Quản lý chuỗi cung ứng,C00,2024,15,,THPT
DBD,Đại học Bình Dương,7510605,Logistics và Quản lý chuỗi cung ứng,D01,2024,15,,THPT
DBD,Đại học Bình Dương,7380107,Luật kinh tế,A01,2024,15,,THPT
DBD,Đại học Bình Dương,7380107,Luật kinh tế,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7380107,Luật kinh tế,C00,2024,15,,THPT
DBD,Đại học Bình Dương,7380107,Luật kinh tế,D01,2024,15,,THPT
DBD,Đại học Bình Dương,7380101,Ngành Luật,A01,2024,15,,THPT
DBD,Đại học Bình Dương,7380101,Ngành Luật,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7380101,Ngành Luật,C00,2024,15,,THPT
DBD,Đại học Bình Dương,7380101,Ngành Luật,D01,2024,15,,THPT
DBD,Đại học Bình Dương,7220201,Ngôn ngữ Anh,A01,2024,15,,THPT
DBD,Đại học Bình Dương,7220201,Ngôn ngữ Anh,D01,2024,15,,THPT
DBD,Đại học Bình Dương,7220201,Ngôn ngữ Anh,D10,2024,15,,THPT
DBD,Đại học Bình Dương,7220201,Ngôn ngữ Anh,D66,2024,15,,THPT
DBD,Đại học Bình Dương,7310613,Nhật Bản học,A01,2024,15,,THPT
DBD,Đại học Bình Dương,7310613,Nhật Bản học,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7310613,Nhật Bản học,C00,2024,15,,THPT
DBD,Đại học Bình Dương,7310613,Nhật Bản học,D15,2024,15,,THPT
DBD,Đại học Bình Dương,7340101,Quản trị Kinh doanh,A01,2024,15,,THPT
DBD,Đại học Bình Dương,7340101,Quản trị Kinh doanh,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7340101,Quản trị Kinh doanh,C00,2024,15,,THPT
DBD,Đại học Bình Dương,7340101,Quản trị Kinh doanh,D01,2024,15,,THPT
DBD,Đại học Bình Dương,7340201,Tài chính – Ngân hàng,A01,2024,15,,THPT
DBD,Đại học Bình Dương,7340201,Tài chính – Ngân hàng,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7340201,Tài chính – Ngân hàng,C00,2024,15,,THPT
DBD,Đại học Bình Dương,7340201,Tài chính – Ngân hàng,D01,2024,15,,THPT
DBD,Đại học Bình Dương,7310301,Xã hội học,A01,2024,15,,THPT
DBD,Đại học Bình Dương,7310301,Xã hội học,A09,2024,15,,THPT
DBD,Đại học Bình Dương,7310301,Xã hội học,C00,2024,15,,THPT
DBD,Đại học Bình Dương,7310301,Xã hội học,D01,2024,15,,THPT
DQN,Đại học Quy Nhơn,7760101,Công tác xã hội,C00,2024,20.25,,THPT
DQN,Đại học Quy Nhơn,7760101,Công tác xã hội,D01,2024,20.25,,THPT
DQN,Đại học Quy Nhơn,7760101,Công tác xã hội,D14,2024,20.25,,THPT
DQN,Đại học Quy Nhơn,7540101,Công nghệ thực phẩm,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7540101,Công nghệ thực phẩm,B00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7540101,Công nghệ thực phẩm,C02,2024,15,,THPT
DQN,Đại học Quy Nhơn,7540101,Công nghệ thực phẩm,D07,2024,15,,THPT
DQN,Đại học Quy Nhơn,7510401,Công nghệ kỹ thuật hoá học,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7510401,Công nghệ kỹ thuật hoá học,B00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7510401,Công nghệ kỹ thuật hoá học,C02,2024,15,,THPT
DQN,Đại học Quy Nhơn,7510401,Công nghệ kỹ thuật hoá học,D07,2024,15,,THPT
DQN,Đại học Quy Nhơn,7480201,Công nghệ thông tin,A00,2024,16.5,,THPT
DQN,Đại học Quy Nhơn,7480201,Công nghệ thông tin,A01,2024,16.5,,THPT
DQN,Đại học Quy Nhơn,7480201,Công nghệ thông tin,D01,2024,16.5,,THPT
DQN,Đại học Quy Nhơn,7510205,Công nghệ kỹ thuật ô tô,A00,2024,16,,THPT
DQN,Đại học Quy Nhơn,7510205,Công nghệ kỹ thuật ô tô,A01,2024,16,,THPT
DQN,Đại học Quy Nhơn,7460112,ĐH Toán ứng dụng,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7460112,ĐH Toán ứng dụng,A01,2024,15,,THPT
DQN,Đại học Quy Nhơn,7460112,ĐH Toán ứng dụng,D07,2024,15,,THPT
DQN,Đại học Quy Nhơn,7460112,ĐH Toán ứng dụng,D90,2024,15,,THPT
DQN,Đại học Quy Nhơn,7310608,Đông phương học,C00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7310608,Đông phương học,C19,2024,15,,THPT
DQN,Đại học Quy Nhơn,7310608,Đông phương học,D14,2024,15,,THPT
DQN,Đại học Quy Nhơn,7310608,Đông phương học,D15,2024,15,,THPT
DQN,Đại học Quy Nhơn,7140202,Giáo dục Tiểu học,A00,2024,26.95,,THPT
DQN,Đại học Quy Nhơn,7140202,Giáo dục Tiểu học,C00,2024,26.95,,THPT
DQN,Đại học Quy Nhơn,7140202,Giáo dục Tiểu học,D01,2024,26.95,,THPT
DQN,Đại học Quy Nhơn,7140206,Giáo dục Thể chất,T00,2024,26.5,,THPT
DQN,Đại học Quy Nhơn,7140206,Giáo dục Thể chất,T02,2024,26.5,,THPT
DQN,Đại học Quy Nhơn,7140206,Giáo dục Thể chất,T03,2024,26.5,,THPT
DQN,Đại học Quy Nhơn,7140206,Giáo dục Thể chất,T05,2024,26.5,,THPT
DQN,Đại học Quy Nhơn,7140201,Giáo dục Mầm non,M00,2024,23.1,,THPT
DQN,Đại học Quy Nhơn,7140205,Giáo dục Chính trị,C00,2024,26.65,,THPT
DQN,Đại học Quy Nhơn,7140205,Giáo dục Chính trị,C19,2024,26.65,,THPT
DQN,Đại học Quy Nhơn,7140205,Giáo dục Chính trị,C20,2024,26.65,,THPT
DQN,Đại học Quy Nhơn,7140205,Giáo dục Chính trị,D01,2024,26.65,,THPT
DQN,Đại học Quy Nhơn,7440112,Hóa học,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7440112,Hóa học,B00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7440112,Hóa học,D07,2024,15,,THPT
DQN,Đại học Quy Nhơn,7440112,Hóa học,D12,2024,15,,THPT
DQN,Đại học Quy Nhơn,7340301CLC,Kế toán CLC,A00,2024,18,,THPT
DQN,Đại học Quy Nhơn,7340301CLC,Kế toán CLC,A01,2024,18,,THPT
DQN,Đại học Quy Nhơn,7340301CLC,Kế toán CLC,D01,2024,18,,THPT
DQN,Đại học Quy Nhơn,7340301,Kế toán,A00,2024,17.75,,THPT
DQN,Đại học Quy Nhơn,7340301,Kế toán,A01,2024,17.75,,THPT
DQN,Đại học Quy Nhơn,7340301,Kế toán,D01,2024,17.75,,THPT
DQN,Đại học Quy Nhơn,7460108,Khoa học dữ liệu (Data Science),A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7460108,Khoa học dữ liệu (Data Science),A01,2024,15,,THPT
DQN,Đại học Quy Nhơn,7460108,Khoa học dữ liệu (Data Science),D07,2024,15,,THPT
DQN,Đại học Quy Nhơn,7460108,Khoa học dữ liệu (Data Science),D90,2024,15,,THPT
DQN,Đại học Quy Nhơn,7440122,Khoa học vật liệu,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7440122,Khoa học vật liệu,A01,2024,15,,THPT
DQN,Đại học Quy Nhơn,7440122,Khoa học vật liệu,A02,2024,15,,THPT
DQN,Đại học Quy Nhơn,7340302,Kiểm toán,A00,2024,18.75,,THPT
DQN,Đại học Quy Nhơn,7340302,Kiểm toán,A01,2024,18.75,,THPT
DQN,Đại học Quy Nhơn,7340302,Kiểm toán,D01,2024,18.75,,THPT
DQN,Đại học Quy Nhơn,7310101,Kinh tế,A00,2024,18,,THPT
DQN,Đại học Quy Nhơn,7310101,Kinh tế,A01,2024,18,,THPT
DQN,Đại học Quy Nhơn,7310101,Kinh tế,D01,2024,18,,THPT
DQN,Đại học Quy Nhơn,7580201,Kỹ thuật xây dựng,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7580201,Kỹ thuật xây dựng,A01,2024,15,,THPT
DQN,Đại học Quy Nhơn,7580201,Kỹ thuật xây dựng,D07,2024,15,,THPT
DQN,Đại học Quy Nhơn,7480103,Kỹ thuật phần mềm,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7480103,Kỹ thuật phần mềm,A01,2024,15,,THPT
DQN,Đại học Quy Nhơn,7520201,Kỹ thuật điện,A00,2024,16,,THPT
DQN,Đại học Quy Nhơn,7520201,Kỹ thuật điện,A01,2024,16,,THPT
DQN,Đại học Quy Nhơn,7520201,Kỹ thuật điện,D07,2024,16,,THPT
DQN,Đại học Quy Nhơn,7510605,Logistics và Quản lý chuỗi cung ứng,A00,2024,21,,THPT
DQN,Đại học Quy Nhơn,7510605,Logistics và Quản lý chuỗi cung ứng,A01,2024,21,,THPT
DQN,Đại học Quy Nhơn,7510605,Logistics và Quản lý chuỗi cung ứng,D01,2024,21,,THPT
DQN,Đại học Quy Nhơn,7520207,Ngành Kỹ thuật điện tử truyền thông,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7520207,Ngành Kỹ thuật điện tử truyền thông,A01,2024,15,,THPT
DQN,Đại học Quy Nhơn,7520207,Ngành Kỹ thuật điện tử truyền thông,D07,2024,15,,THPT
DQN,Đại học Quy Nhơn,7380101,Ngành Luật,A00,2024,23.65,,THPT
DQN,Đại học Quy Nhơn,7380101,Ngành Luật,C00,2024,23.65,,THPT
DQN,Đại học Quy Nhơn,7380101,Ngành Luật,C19,2024,23.65,,THPT
DQN,Đại học Quy Nhơn,7380101,Ngành Luật,D01,2024,23.65,,THPT
DQN,Đại học Quy Nhơn,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,A01,2024,15,,THPT
DQN,Đại học Quy Nhơn,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,D07,2024,15,,THPT
DQN,Đại học Quy Nhơn,7220204,Ngôn ngữ Trung Quốc,A01,2024,23.5,,THPT
DQN,Đại học Quy Nhơn,7220204,Ngôn ngữ Trung Quốc,D01,2024,23.5,,THPT
DQN,Đại học Quy Nhơn,7220204,Ngôn ngữ Trung Quốc,D04,2024,23.5,,THPT
DQN,Đại học Quy Nhơn,7220204,Ngôn ngữ Trung Quốc,D15,2024,23.5,,THPT
DQN,Đại học Quy Nhơn,7220201,Ngôn ngữ Anh,A01,2024,22,,THPT
DQN,Đại học Quy Nhơn,7220201,Ngôn ngữ Anh,D01,2024,22,,THPT
DQN,Đại học Quy Nhơn,7220201,Ngôn ngữ Anh,D14,2024,22,,THPT
DQN,Đại học Quy Nhơn,7220201,Ngôn ngữ Anh,D15,2024,22,,THPT
DQN,Đại học Quy Nhơn,7620109,Nông học,B00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7620109,Nông học,B03,2024,15,,THPT
DQN,Đại học Quy Nhơn,7620109,Nông học,B04,2024,15,,THPT
DQN,Đại học Quy Nhơn,7620109,Nông học,C08,2024,15,,THPT
DQN,Đại học Quy Nhơn,7140114,Quản lý giáo dục,A00,2024,22.5,,THPT
DQN,Đại học Quy Nhơn,7140114,Quản lý giáo dục,A01,2024,22.5,,THPT
DQN,Đại học Quy Nhơn,7140114,Quản lý giáo dục,C00,2024,22.5,,THPT
DQN,Đại học Quy Nhơn,7140114,Quản lý giáo dục,D01,2024,22.5,,THPT
DQN,Đại học Quy Nhơn,7310205,Quản lý nhà nước,A00,2024,23.15,,THPT
DQN,Đại học Quy Nhơn,7310205,Quản lý nhà nước,C00,2024,23.15,,THPT
DQN,Đại học Quy Nhơn,7310205,Quản lý nhà nước,C19,2024,23.15,,THPT
DQN,Đại học Quy Nhơn,7310205,Quản lý nhà nước,D01,2024,23.15,,THPT
DQN,Đại học Quy Nhơn,7850103,Quản lý đất đai,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7850103,Quản lý đất đai,B00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7850103,Quản lý đất đai,C04,2024,15,,THPT
DQN,Đại học Quy Nhơn,7850103,Quản lý đất đai,D01,2024,15,,THPT
DQN,Đại học Quy Nhơn,7340101,Quản trị Kinh doanh,A00,2024,17,,THPT
DQN,Đại học Quy Nhơn,7340101,Quản trị Kinh doanh,A01,2024,17,,THPT
DQN,Đại học Quy Nhơn,7340101,Quản trị Kinh doanh,D01,2024,17,,THPT
DQN,Đại học Quy Nhơn,7810201,Quản trị khách sạn,A00,2024,18.35,,THPT
DQN,Đại học Quy Nhơn,7810201,Quản trị khách sạn,A01,2024,18.35,,THPT
DQN,Đại học Quy Nhơn,7810201,Quản trị khách sạn,D01,2024,18.35,,THPT
DQN,Đại học Quy Nhơn,7810103,Quản trị dịch vụ du lịch và lữ hành,A00,2024,19.85,,THPT
DQN,Đại học Quy Nhơn,7810103,Quản trị dịch vụ du lịch và lữ hành,A01,2024,19.85,,THPT
DQN,Đại học Quy Nhơn,7810103,Quản trị dịch vụ du lịch và lữ hành,D01,2024,19.85,,THPT
DQN,Đại học Quy Nhơn,7810103,Quản trị dịch vụ du lịch và lữ hành,D14,2024,19.85,,THPT
DQN,Đại học Quy Nhơn,7850101,Quản lý tài nguyên và môi trường,A00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7850101,Quản lý tài nguyên và môi trường,B00,2024,15,,THPT
DQN,Đại học Quy Nhơn,7850101,Quản lý tài nguyên và môi trường,C04,2024,15,,THPT
DQN,Đại học Quy Nhơn,7850101,Quản lý tài nguyên và môi trường,D01,2024,15,,THPT
DQN,Đại học Quy Nhơn,7140231,Sư phạm Tiếng Anh,D01,2024,25.92,,THPT
DQN,Đại học Quy Nhơn,7140249,Sư phạm Lịch sử - Địa lý,C00,2024,27.15,,THPT
DQN,Đại học Quy Nhơn,7140249,Sư phạm Lịch sử - Địa lý,C19,2024,27.15,,THPT
DQN,Đại học Quy Nhơn,7140249,Sư phạm Lịch sử - Địa lý,C20,2024,27.15,,THPT
DQN,Đại học Quy Nhơn,7140211,Sư phạm Vật lý,A00,2024,25.75,,THPT
DQN,Đại học Quy Nhơn,7140211,Sư phạm Vật lý,A01,2024,25.75,,THPT
DQN,Đại học Quy Nhơn,7140211,Sư phạm Vật lý,A02,2024,25.75,,THPT
DQN,Đại học Quy Nhơn,7140219,Sư phạm Địa lý,C00,2024,27.3,,THPT
DQN,Đại học Quy Nhơn,7140219,Sư phạm Địa lý,C20,2024,27.3,,THPT
DQN,Đại học Quy Nhơn,7140219,Sư phạm Địa lý,D15,2024,27.3,,THPT
DQN,Đại học Quy Nhơn,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),A00,2024,22.85,,THPT
