Mã trường,Tên trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm thi THPT,Ghi chú
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX08,Lich sử,D78,24.47,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX09,Lưu trữ học,D04,22.75,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX09,Lưu trữ học,D01 | D78,24,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX09,Lưu trữ học,A01,22,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX09,Lưu trữ học,C00,23.8,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX10,Ngôn ngữ học,D78,25.75,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX10,Ngôn ngữ học,D01,25.25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX10,Ngôn ngữ học,C00,26.4,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX10,Ngôn ngữ học,D04,24.75,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX11,Nhân học,D01,24.15,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX11,Nhân học,C00,25.25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX11,Nhân học,D78,24.2,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX11,Nhân học,A01 | D04,22,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX12,Nhật Bản học,D78,25.75,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX12,Nhật Bản học,D01,25.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX12,Nhật Bản học,D06,24,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX17,Quản tri văn phòng,D01,25.25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX14,Quản lý thông tin,D78,25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX16,Quản trị khách sạn,D01 | D78,25.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX13,Quan hệ công chúng,C00,28.78,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX17,Quản tri văn phòng,C00,27,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX16,Quản trị khách sạn,A01,25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX14,Quản lý thông tin,D01,25.25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX17,Quản tri văn phòng,D78,25.75,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX15,Quản trị dịch vụ du lịch và lữ hành,D01,26,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX13,Quan hệ công chúng,D04,26.2,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX14,Quản lý thông tin,A01,24.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX17,Quản tri văn phòng,D04,25.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX15,Quản trị dịch vụ du lịch và lữ hành,A01,25.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX13,Quan hệ công chúng,D01,26.75,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX13,Quan hệ công chúng,D78,27.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX15,Quản trị dịch vụ du lịch và lữ hành,D78,26.4,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX17,Quản tri văn phòng,A01,25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX14,Quản lý thông tin,C00,26.8,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX18,Quốc tế học,D01,25.4,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX18,Quốc tế học,C00,27.7,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX18,Quốc tế học,D78,25.75,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX18,Quốc tế học,D04,25.25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX18,Quốc tế học,A01,24,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX19,Tâm lý học,D78,27.25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX19,Tâm lý học,C00,28,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX19,Tâm lý học,A01 | D01,27,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX19,Tâm lý học,D04,25.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX20,Thông tin - thư viện,A01,23,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX20,Thông tin - thư viện,D01,23.8,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX20,Thông tin - thư viện,C00,25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX20,Thông tin - thư viện,D78,24.25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX21,Tôn giáo học,C00,25,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX21,Tôn giáo học,D04,22.6,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX21,Tôn giáo học,A01,22,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX21,Tôn giáo học,D01 | D78,23.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX22,Triết học,D78,24.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX22,Triết học,D04,23.4,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX22,Triết học,C00,25.3,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX22,Triết học,A01,22.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX22,Triết học,D01,24,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX23,Văn học,D04,24.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX27,Văn hóa học,D01 | D78,24.6,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX23,Văn học,C00,26.8,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX27,Văn hóa học,C00,26.3,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX23,Văn học,D01 | D78,25.75,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX27,Văn hóa học,D04,23.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX24,Việt Nam học,C00,26,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX24,Việt Nam học,D04,23,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX24,Việt Nam học,D01,24.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX24,Việt Nam học,D78,24.75,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX25,Xã hội học,C00,26.5,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX25,Xã hội học,D78,25.7,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX25,Xã hội học,A01 | D04,24,
QHX,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,QHX25,Xã hội học,D01,25.2,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7340116,Bất động sản,A00 | A01 | B00 | D01,16,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7440298,Biến đổi khí hậu và phát triển bền vững,A00 | A01 | B00 | D01,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7510401,Công nghệ kỹ thuật hoá học,A00 | A01 | A02 | B00,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7510402,Công nghệ vật liệu,A00 | A01 | A02 | B00,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7510406,Công nghệ kỹ thuật Môi trường,A00 | A01 | A02 | B00,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7480201,Công nghệ thông tin,A00 | A01 | B00 | D01,17,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7440201,Địa chất học,A00 | A01 | A02 | B00,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7480104,Hệ thống thông tin,A00 | A01 | B00 | D01,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7440222,Khí tượng và Khí hậu học,A00 | A01 | B00 | D01,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7850102,Kinh tế tài nguyên thiên nhiên,A00 | A01 | B00 | D01,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7520503,Kỹ thuật trắc địa – bản đồ,A00 | A01 | A02 | B00,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7580213,Kỹ thuật cấp thoát nước,A00 | A01 | A02 | B00,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7850195,Quản lý tổng hợp tài nguyên nước,A00 | A01 | B00 | D01,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7580106,Quản lý đô thị và công trình,A00 | A01 | A02 | B00,16,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7850103,Quản lý đất đai,A00 | A01 | B00 | D01,17,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7850101,Quản lý tài nguyên và môi trường,A00 | A01 | A02 | B00,16,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7850197,Quản lý tài nguyên và môi trường biển đảo*,A00 | A01 | B00 | D01,15,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7340101,Quản trị Kinh doanh,A00 | A01 | B00 | D01,17,
DTM,Đại học Tài nguyên và Môi trường TP HCM,7440224,Thủy văn học,A00 | A01 | B00 | D01,15,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7540101,Công nghệ thực phẩm,A00 | A01 | B00 | D07,19,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7420201,Công nghệ sinh học,A00 | B00 | B08 | D07,20,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480201,Công nghệ thông tin,A00 | A01,25,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7520207_WE,CTLK - Điện tử - viễn thông,A00 | A01 | B00 | D01,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480201_DK25,CTLK - Công nghệ thông tin,A00 | A01,21,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7340101_WE4,CTLK - Quản trị kinh doanh,A00 | A01 | D01 | D07,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7220201_WE4,CTLK - Ngôn ngữ Anh,D01 | D09 | D14 | D15,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7340101_NS,CTLK - Quản trị kinh doanh,A00 | A01 | D01 | D07,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7520118_SB,CTLK - Công nghệ sinh học,A00 | A01 | D01,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7520207_UN,CTLK - Điện tử - viễn thông,A00 | A01 | B00 | D01,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480201_DK2,CTLK - Công nghệ thông tin,A00 | A01,21,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7340101_WE,CTLK - Quản trị kinh doanh,A00 | A01 | D01 | D07,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7220201_WE3,CTLK - Ngôn ngữ Anh,D01 | D09 | D14 | D15,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480201_UN,CTLK - Công nghệ thông tin,A00 | A01,21,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7420201_WE2,CTLK - Công nghệ sinh học,A00 | B00 | B08 | D07,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7340101_UH,CTLK - Quản trị kinh doanh,A00 | A01 | D01 | D07,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7540101_UN,CTLK - Công nghệ thực phẩm,A00 | A01 | B00 | D07,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480201_DK3,CTLK - Công nghệ thông tin,A00 | A01,21,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7420201_WE4,CTLK - Công nghệ sinh học,A00 | B00 | B08 | D07,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7420201_UN,CTLK - Công nghệ sinh học,A00 | B00 | B08 | D07,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480201_WE4,CTLK - Công nghệ thông tin,A00 | A01,21,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7220201_WE2,CTLK - Ngôn ngữ Anh,D01 | D09 | D14 | D15,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7460112,ĐH Toán ứng dụng,A00 | A01,19,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7440112,Hóa học,A00 | B00 | B08 | D07,19,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7340301,Kế toán,A00 | A01 | D01 | D07,23,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7460108,Khoa học dữ liệu (Data Science),A00 | A01,25,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480101,Khoa học máy tính,A00 | A01,25,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480101_WE2,Khoa học máy tính (CTLK với ĐH West of England) (2+2),A00 | A01,21,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7340120_TH,Kinh doanh quốc tế tích hợp,A00 | A01 | D01 | D07,18,
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7310101,Kinh tế,A00 | A01 | D01 | D07,23.25,
