Mã trường,Tên trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm thi THPT,Ghi chú
KTA,Đại học Kiến trúc Hà Nội,7480201_1,Công nghệ thông tin,A00 | A01 | D01 | D07,24.75,
KTA,Đại học Kiến trúc Hà Nội,7480201,Công nghệ thông tin,A00 | A01 | D01 | D07,23.56,
KTA,Đại học Kiến trúc Hà Nội,7210105,Điêu khắc,H00 | H02,23,
KTA,Đại học Kiến trúc Hà Nội,7580101,Kiến trúc,V00 | V01 | V02,28.8,
KTA,Đại học Kiến trúc Hà Nội,7580102,Kiến trúc cảnh quan,V00 | V01 | V02,26.7,
KTA,Đại học Kiến trúc Hà Nội,7580301,Kinh tế xây dựng,A00 | A01 | C01 | D01,22.9,
KTA,Đại học Kiến trúc Hà Nội,7580301_1,Kinh tế xây dựng (chuyên ngành Kinh tế đầu tư),A00 | A01 | C01 | D01,22.8,
KTA,Đại học Kiến trúc Hà Nội,7580201_2,Kỹ thuật xây dựng (Chuyên ngành Quản lý dự án xây dựng),A00 | A01 | D01 | D07,22.5,
KTA,Đại học Kiến trúc Hà Nội,7580210_1,Kỹ thuật cơ sở hạ tầng (Chuyên ngành Kỹ thuật môi trường đô thị),A00 | A01 | D01 | D07,21.45,
KTA,Đại học Kiến trúc Hà Nội,7580201,Kỹ thuật xây dựng,A00 | A01 | D01 | D07,20.01,
KTA,Đại học Kiến trúc Hà Nội,7580213,Kỹ thuật cấp thoát nước,A00 | A01 | D01 | D07,21.45,
KTA,Đại học Kiến trúc Hà Nội,7580205,Kỹ thuật xây dựng công trình giao thông,A00 | A01 | D01 | D07,21.45,
KTA,Đại học Kiến trúc Hà Nội,7580201_1,Kỹ thuật xây dựng,A00 | A01 | D01 | D07,21.3,
KTA,Đại học Kiến trúc Hà Nội,7580210,Kỹ thuật cơ sở hạ tầng,A00 | A01 | D01 | D07,21.45,
KTA,Đại học Kiến trúc Hà Nội,7580302_3,Quản lý xây dựng (Chuyên ngành Kinh tế phát triển),A00 | A01 | C01 | D01,22.35,
KTA,Đại học Kiến trúc Hà Nội,7580302_1,Quản lý xây dựng (Chuyên ngành Quản lý bất động sản),A00 | A01 | C01 | D01,21.95,
KTA,Đại học Kiến trúc Hà Nội,7580302,Quản lý xây dựng,A00 | A01 | C01 | D01,21.75,
KTA,Đại học Kiến trúc Hà Nội,7580302_2,Quản lý xây dựng (Chuyên ngành Quản lý vận tải và Logistic),A00 | A01 | C01 | D01,23.93,
KTA,Đại học Kiến trúc Hà Nội,7580105_1,Quy hoạch vùng và đô thị (Chuyên ngành thiết kế đô thị),V00 | V01 | V02,27.65,
KTA,Đại học Kiến trúc Hà Nội,7580105,Quy hoạch vùng và đô thị,V00 | V01 | V02,28,
KTA,Đại học Kiến trúc Hà Nội,7580108,Thiết kế nội thất,H00 | H02,23,
KTA,Đại học Kiến trúc Hà Nội,7210403,Thiết kế đồ họa,H00 | H02,24,
KTA,Đại học Kiến trúc Hà Nội,7210404,Thiết kế thời trang,H00 | H02,22.99,
STS,Đại học Sư phạm Thể dục thể thao TP HCM,7140206,Giáo dục Thể chất,T00,22.75,
DTD,Đại học Tây Đô,7480201,Công nghệ thông tin,A00,15,
DTD,Đại học Tây Đô,7510102,Công nghệ kỹ thuật xây dựng dân dụng và công nghiệp,A00,15,
DTD,Đại học Tây Đô,7510301,"Công nghệ kỹ thuật điện, điện tử",A00,15,
DTD,Đại học Tây Đô,7540101,Công nghệ thực phẩm,A00,15,
DTD,Đại học Tây Đô,7620301,ĐH Nuôi trồng thủy sản,A00,15,
DTD,Đại học Tây Đô,7720301,Điều dưỡng,A02,19,
DTD,Đại học Tây Đô,7720401,Dinh dưỡng,A00,15,
DTD,Đại học Tây Đô,7810101,Du lịch,D01,15,
DTD,Đại học Tây Đô,7720201,Dược học,A00,21,
DTD,Đại học Tây Đô,7440112,Hóa học,A00,15,
DTD,Đại học Tây Đô,7340301,Kế toán,A00,15,
DTD,Đại học Tây Đô,7510605,Logistics và Quản lý chuỗi cung ứng,A00,15,
DTD,Đại học Tây Đô,7380107,Luật kinh tế,C00,15,
DTD,Đại học Tây Đô,7340115,Marketing,A00,15,
DTD,Đại học Tây Đô,7340120,Ngành Kinh doanh quốc tế,A00,15,
DTD,Đại học Tây Đô,7220201,Ngôn ngữ Anh,D01,15,
DTD,Đại học Tây Đô,7810103,Quản trị dịch vụ du lịch và lữ hành,A00,15,
DTD,Đại học Tây Đô,7810201,Quản trị khách sạn,D01,15,
DTD,Đại học Tây Đô,7850103,Quản lý đất đai,A00,15,
DTD,Đại học Tây Đô,7340101,Quản trị Kinh doanh,A00,15,
DTD,Đại học Tây Đô,7340201,Tài chính – Ngân hàng,A00,15,
DTD,Đại học Tây Đô,7210403,Thiết kế đồ họa,C04,15,
DTD,Đại học Tây Đô,7640101,Thú y,B00,15,
DTD,Đại học Tây Đô,7320104,Truyền thông đa phương tiện,A01,15,
DTD,Đại học Tây Đô,7229030,Văn học,C04,15,
DTD,Đại học Tây Đô,7229040,Văn hoá học,C04,15,
DTD,Đại học Tây Đô,7310630D,Việt Nam học,D01,15,
KSA,Đại học Kinh tế TP HCM,7480202,An toàn thông tin,A00 | A01 | D01 | D07,22.49,
KSA,Đại học Kinh tế TP HCM,7340204,Bảo hiểm,A00 | A01 | D01 | D07,24,
KSA,Đại học Kinh tế TP HCM,7340116,Bất động sản,A00 | A01 | D01 | D07,23.8,
KSA,Đại học Kinh tế TP HCM,7810201_02,Chuyên ngành Quản trị sự kiện và dịch vụ giải trí,A00 | A01 | D01 | D07,25.51,
KSA,Đại học Kinh tế TP HCM,7340201_04,Chuyên ngành Thị trường chứng khoán,A00 | A01 | D01 | D07,23.55,
KSA,Đại học Kinh tế TP HCM,7810201_01,Chuyên ngành Quản trị khách sạn,A00 | A01 | D01 | D07,25.2,
KSA,Đại học Kinh tế TP HCM,7340201_03,Chuyên ngành Ngân hàng đầu tư,A00 | A01 | D01 | D07,25.3,
KSA,Đại học Kinh tế TP HCM,7340201_02,Chuyên ngành Quản trị hải quan - ngoại thương,A00 | A01 | D01 | D07,23,
KSA,Đại học Kinh tế TP HCM,7340201_06,Chuyên ngành Đầu tư tài chính,A00 | A01 | D01 | D07,25.7,
KSA,Đại học Kinh tế TP HCM,7340201_01,Chuyên ngành Thuế trong kinh doanh,A00 | A01 | D01 | D07,24,
KSA,Đại học Kinh tế TP HCM,7340201_05,Chuyên ngành Quản trị rủi ro tài chính và bảo hiểm,A00 | A01 | D01 | D07,25.7,
KSA,Đại học Kinh tế TP HCM,7340201_01,Chuyên ngành Thuế trong kinh doanh,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7310108_01,Chuyên ngành Toán tài chính,A00 | A01 | D01 | D07,25.32,
KSA,Đại học Kinh tế TP HCM,7340201_02,Chuyên ngành Quản trị hải quan - ngoại thương,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7340114_td,Công nghệ marketing,A00 | A01 | D01 | D07,27.2,
KSA,Đại học Kinh tế TP HCM,7340205,Công nghệ tài chính,A00 | A01 | D01 | D07,26.6,
KSA,Đại học Kinh tế TP HCM,7320106,Công nghệ truyền thông,A00 | A01 | D01 | V00,26.33,
KSA,Đại học Kinh tế TP HCM,7480201,Công nghệ thông tin,A00 | A01 | D01 | D07,24.2,
KSA,Đại học Kinh tế TP HCM,7510605_02,Công nghệ Logistics (hệ kỹ sư),A00 | A01 | D01 | D07,26.09,
KSA,Đại học Kinh tế TP HCM,ASA_Co-op,Cử nhân ASEAN Co-op,A00 | A01 | D01 | D07,24.05,
KSA,Đại học Kinh tế TP HCM,ISB_CNTN,Cử nhân Tài năng ISB BBus,A00 | A01 | D01 | D07,27.1,
KSA,Đại học Kinh tế TP HCM,7340301_02,Kế toán tài chính và kiểm soát,A00 | A01 | D01 | D07,25.31,
KSA,Đại học Kinh tế TP HCM,7340301_01,Kế toán doanh nghiệp,A00 | A01 | D01 | D07,24.9,
KSA,Đại học Kinh tế TP HCM,7340301,Kế toán,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7340301_03,Kế toán doanh nghiệp_Chất lượng cao,A00 | A01 | D01 | D07,25,
KSA,Đại học Kinh tế TP HCM,7489001,Khoa học Dữ liệu,A00 | A01 | D01 | D07,25.2,
KSA,Đại học Kinh tế TP HCM,7480101,Khoa học máy tính,A00 | A01 | D01 | D07,23.4,
KSA,Đại học Kinh tế TP HCM,7489001,Khoa học Dữ liệu,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7460108,Khoa học dữ liệu (Data Science),A00 | A01 | D01 | D07,26.3,
KSA,Đại học Kinh tế TP HCM,7340302,Kiểm toán,A00 | A01 | D01 | D07,26.3,
KSA,Đại học Kinh tế TP HCM,7310102,Kinh tế chính trị,A00 | A01 | D01 | D07,22.5,
KSA,Đại học Kinh tế TP HCM,7620114,Kinh doanh nông nghiệp,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7310104_01,Kinh tế đầu tư,A00 | A01 | D01 | D07,25.94,
KSA,Đại học Kinh tế TP HCM,7620114,Kinh doanh nông nghiệp,A00 | A01 | D01 | D07,25.03,
KSA,Đại học Kinh tế TP HCM,7340415_td,Kinh doanh số,A00 | A01 | D01 | D07,26.5,
KSA,Đại học Kinh tế TP HCM,7340121,Kinh doanh thương mại,A00 | A01 | D01 | D07,26.5,
KSA,Đại học Kinh tế TP HCM,7310101,Kinh tế,A00 | A01 | D01 | D07,26.1,
KSA,Đại học Kinh tế TP HCM,7480103,Kỹ thuật phần mềm,A00 | A01 | D01 | D07,25.8,
KSA,Đại học Kinh tế TP HCM,7510605_01,Logistics và quản lý chuỗi cung ứng,A00 | A01 | D01 | D07,27,
KSA,Đại học Kinh tế TP HCM,7510605,Logistics và Quản lý chuỗi cung ứng,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7380107,Luật kinh tế,A00 | A01 | D01 | D96,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7380107,Luật kinh tế,A00 | A01 | D01 | D96,25.6,
KSA,Đại học Kinh tế TP HCM,7340115,Marketing,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7340115,Marketing,A00 | A01 | D01 | D07,27,
KSA,Đại học Kinh tế TP HCM,7580104,Ngành kiến trúc đô thị,A00 | A01 | D01 | V00,24.63,
KSA,Đại học Kinh tế TP HCM,7340405_01,Ngành Hệ thống thông tin quản lý - Chuyên ngành Toán tài chính,A00 | A01 | D01 | D07,26.12,
KSA,Đại học Kinh tế TP HCM,7380101,Ngành Luật,A00 | A01 | D01 | D96,25.41,
KSA,Đại học Kinh tế TP HCM,7340120,Ngành Kinh doanh quốc tế,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7340405_02,Ngành Hệ thống thông tin quản lý - Chuyên ngành Thống kê kinh doanh,A00 | A01 | D01 | D07,24.85,
KSA,Đại học Kinh tế TP HCM,7340120,Ngành Kinh doanh quốc tế,A00 | A01 | D01 | D07,26.6,
KSA,Đại học Kinh tế TP HCM,7340101_01,Ngành Quản trị kinh doanh - Chuyên ngành Quản trị bệnh viện,A00 | A01 | D01 | D07,25.4,
KSA,Đại học Kinh tế TP HCM,7220201,Ngôn ngữ Anh,D01 | D96,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7220201,Ngôn ngữ Anh,D01 | D96,26.3,
KSA,Đại học Kinh tế TP HCM,7310108_02,Phân tích rủi ro và định phí bảo hiểm (*),A00 | A01 | D01 | D07,24.06,
KSA,Đại học Kinh tế TP HCM,7810201,Quản trị khách sạn,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7340404,Quản trị nhân lực,A00 | A01 | D01 | D07,26.2,
KSA,Đại học Kinh tế TP HCM,7340101_02,Quản trị du lịch khách sạn,A00 | A01 | D01 | D07,24.54,
KSA,Đại học Kinh tế TP HCM,7340101,Quản trị Kinh doanh,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7340129_td,Quản trị bệnh viện,A00 | A01 | D01 | D07,23.7,
KSA,Đại học Kinh tế TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,A00 | A01 | D01 | D07,24.6,
KSA,Đại học Kinh tế TP HCM,7340403,Quản lý công,A00 | A01 | D01 | D07,25.05,
KSA,Đại học Kinh tế TP HCM,7480107 (trước 2023),Quản trị và phân tích dữ liệu,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7480107 (trước 2023),Quản trị và phân tích dữ liệu,A00 | A01 | D01 | D07,23,
KSA,Đại học Kinh tế TP HCM,7340206,Tài chính quốc tế,A00 | A01 | D01 | D07,26.6,
KSA,Đại học Kinh tế TP HCM,7310104_02,Thẩm định giá và quản trị tài sản,A00 | A01 | D01 | D07,23,
KSA,Đại học Kinh tế TP HCM,7310107,Thống kê kinh tế,A00 | A01 | D01 | D07,25.56,
KSA,Đại học Kinh tế TP HCM,7340122,Thương mại điện tử,A00 | A01 | D01 | D07,17,Phân hiệu Vĩnh Long
KSA,Đại học Kinh tế TP HCM,7340122,Thương mại điện tử,A00 | A01 | D01 | D07,26.61,
YTC,Đại học Y tế Công cộng,7760101,Công tác xã hội,B00 | C00 | D01 | D66,19,
YTC,Đại học Y tế Công cộng,7510406,Công nghệ kỹ thuật Môi trường,A00 | B00 | D01 | D07,16,
YTC,Đại học Y tế Công cộng,7720401,Dinh dưỡng,B00 | B08 | D01 | D07,19.5,
YTC,Đại học Y tế Công cộng,7480109,Khoa học Dữ liệu,A00 | A01 | B00 | D01,16.45,
YTC,Đại học Y tế Công cộng,7720601,Kỹ thuật xét nghiệm y học,A01 | B00 | B08 | D07,20,
YTC,Đại học Y tế Công cộng,7720603,Kỹ thuật phục hồi chức năng,A00 | A01 | B00 | D01,21.8,
YTC,Đại học Y tế Công cộng,7720701,Y tế công cộng,B00 | B08 | D01 | D13,16.15,
DTQ,Khoa Quốc Tế - Đại học Thái Nguyên,7340301,Kế toán,A00 | A01 | D01 | D10,15,
DTQ,Khoa Quốc Tế - Đại học Thái Nguyên,7340120,Ngành Kinh doanh quốc tế,A00 | A01 | D01 | D10,15,
DTQ,Khoa Quốc Tế - Đại học Thái Nguyên,7340101,Quản trị Kinh doanh,A00 | A01 | D01 | D10,15,
DTQ,Khoa Quốc Tế - Đại học Thái Nguyên,7850101,Quản lý tài nguyên và môi trường,B00 | B08 | D01 | D10,15,
HCB,Đại học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Bắc ),7480200|11A01,Nhóm ngành Kỹ thuật CAND (Thí sinh Nữ - Phía Bắc),A01,21.06,
HCB,Đại học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Bắc ),7480200|11A00,Thí sinh nữ (Phía Bắc),A00,21.06,
HCB,Đại học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Bắc ),7480200|21A01,Thí sinh nam (Phía Bắc),A01,18.22,
HCB,Đại học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Bắc ),7480200|21A00,Thí sinh nam (Phía Bắc),A00,18.22,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510205,Công nghệ kỹ thuật ô tô,A00 | A01 | D01 | D07,19,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510202,Công nghệ chế tạo máy,A00 | A01 | D01 | D07,15,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00 | A01 | D01 | D07,19,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510301,"Công nghệ kỹ thuật điện, điện tử",A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510201,Công nghệ kỹ thuật cơ khí (chuyên ngành Cơ khí chế tạo),A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7580101,Kiến trúc,V00 | V01 | V02,15,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510604,Kinh tế công nghiệp,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7580201,Kỹ thuật xây dựng,A00 | A01 | D01 | D07,15,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520309,Kỹ thuật vật liệu,A00 | A01 | D01 | D07,15,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7905218,Kỹ thuật Cơ khí(Chương trình tiên tiến),A00 | A01 | D01 | D07,18,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7480106,Kỹ thuật máy tính,A00 | A01 | D01 | D07,17,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520114,Kỹ thuật cơ điện tử,A00 | A01 | D01 | D07,17,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520201,Kỹ thuật điện,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520116,Kỹ thuật cơ khí động lực,A00 | A01 | D01 | D07,15,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520103,Kỹ thuật cơ khí,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7905228,Kỹ thuật Điện,A00 | A01 | D01 | D07,18,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520207,Ngành Kỹ thuật điện tử truyền thông,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520320,Ngành Kỹ thuật môi trường,A00 | B00 | D01 | D07,15,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,A00 | A01,19,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7220201,Ngôn ngữ Anh,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510601,Quản lý công nghiệp,A00 | A01 | D01 | D07,16,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140205,Giáo dục Chính trị,C00 | C14 | C19 | C20,26.68,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140201,Giáo dục Mầm non,C14 | C19 | C20 | D66,26.62,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140202,Giáo dục Tiểu học,D01,24.55,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140101,Giáo dục học,C14 | C19 | C20 | D66,23,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140206,Giáo dục Thể chất,B03 | C00 | C14 | C20,25,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140218,Sư phạm Lịch sử,C00 | C19 | D14,28,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140231,Sư phạm Tiếng Anh,D01 | D09 | D15,25.88,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),A00 | A01 | D01,21.7,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140217,Sư phạm Ngữ văn,C00 | C14 | D01,26.85,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140219,Sư phạm Địa lý,C00 | C04 | D01 | D10,26.73,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140209,Sư phạm Toán học,A00 | A01 | D01,25.43,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140212,Sư phạm Hóa học,A00 | B00 | D01 | D07,24.8,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140247,Sư phạm khoa học tự nhiên,A00 | B00,22.75,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140211,Sư phạm Vật lý,A00 | A01 | D01,24.47,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140249,Sư phạm Lịch sử - Địa lý,C00 | D14 | D15,26.25,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7140213,Sư phạm Sinh học,B00 | B08,23.3,
DTS,Đại Học Sư Phạm - Đại học Thái Nguyên,7310403,Tâm lý học giáo dục,B00 | C00 | C14 | C20,24,
KGH,Trường Sĩ Quan Không Quân - Hệ Đại học,7860203|20A00,Ngành phi công quân sự (Thí sinh nam toàn quốc),A00,21.1,
KGH,Trường Sĩ Quan Không Quân - Hệ Đại học,7860203|20A01,Ngành phi công quân sự (Thí sinh nam toàn quốc),A01,21.1,
MTU,Đại học Xây dựng Miền Tây,7340301,Kế toán,A00 | A01 | D14 | D15,15,
MTU,Đại học Xây dựng Miền Tây,7580101,Kiến trúc,V00 | V01 | V02 | V03,15,
MTU,Đại học Xây dựng Miền Tây,7580201,Kỹ thuật xây dựng,A00 | A01 | B00 | D01,15,
MTU,Đại học Xây dựng Miền Tây,7580205,Kỹ thuật xây dựng công trình giao thông,A00 | A01 | B00 | D01,15,
MTU,Đại học Xây dựng Miền Tây,7580213,Kỹ thuật cấp thoát nước,A00 | A01 | B00 | D01,15,
MTU,Đại học Xây dựng Miền Tây,7480103,Kỹ thuật phần mềm,A00 | A01 | D01 | D07,15,
MTU,Đại học Xây dựng Miền Tây,7520320,Ngành Kỹ thuật môi trường,A00 | A01 | B00 | D01,15,
MTU,Đại học Xây dựng Miền Tây,7580106,Quản lý đô thị và công trình,A00 | A01 | B00 | D01,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7340116,Bất động sản,A00 | A02 | C00 | D10,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620105,Chăn nuôi,A00 | B00 | C02 | D01,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7905419,Công nghệ thực phẩm (CTTT),A00 | B00 | D01 | D08,16,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7510406,Công nghệ kỹ thuật Môi trường,A00 | A07 | B00,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7549001,Công nghệ chế biến lâm sản,A00 | A01 | A10 | A17,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7420201,Công nghệ sinh học,B00 | B02 | B03 | B05,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7540101,Công nghệ thực phẩm,A00 | B00 | C02 | D01,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7540106,Đảm bảo chất lượng và an toàn thực phẩm,A00 | B00 | D01 | D07,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7549002,Dược liệu và Hợp chất thiên nhiên,A00 | B00 | B08 | D07,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7904492,Khoa học & Quản lý môi trường (CTTT),A07 | B00 | D01,16,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620110,Khoa học cây trồng,A00 | B00 | C02,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7440301,Khoa học môi trường,A07 | B00 | D01,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7906425,Kinh tế nông nghiệp (CTTT),A00 | A01 | B00 | D01,16,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620115,Kinh tế nông nghiệp,A00 | B00 | C02,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620205,Lâm sinh,A09 | A15 | B02 | C14,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7340120,Ngành Kinh doanh quốc tế,A00 | A01 | B00 | C02,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620101,Nông nghiệp,A00 | B00 | B02 | C02,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620116,Phát triển nông thôn,A00 | B00 | B02 | C02,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7850103,Quản lý đất đai,A00 | A01 | B00 | D10,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7810204,Quản lý du lịch quốc tế (chương trình tiên tiến),A00,16,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7320205,Quản lý thông tin,A07 | C20 | D01 | D84,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620211,Quản lý tài nguyên rừng,A01 | A14 | B00 | B03,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7850101,Quản lý tài nguyên và môi trường,A01 | B00 | C00 | D14,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7640101,Thú y,A00 | B00 | C02 | D01,15,
DQU,Đại học Quảng Nam,7620112,Bảo vệ thực vật,A02,14,
DQU,Đại học Quảng Nam,7480201,Công nghệ thông tin,A00,14,
DQU,Đại học Quảng Nam,7140202,Giáo dục Tiểu học,A00,24.5,
DQU,Đại học Quảng Nam,7140201,Giáo dục Mầm non,M00,21.5,
DQU,Đại học Quảng Nam,7229010,Lịch sử,A08,14,
DQU,Đại học Quảng Nam,7220201,Ngôn ngữ Anh,A01,14,
DQU,Đại học Quảng Nam,7140209,Sư phạm Toán học,A00,23.5,
DQU,Đại học Quảng Nam,7140211,Sư phạm Vật lý,A00,19,
DQU,Đại học Quảng Nam,7140217,Sư phạm Ngữ văn,C00,23.75,
DQU,Đại học Quảng Nam,7140213,Sư phạm Sinh học,A02,19,
DQU,Đại học Quảng Nam,7310630,Việt Nam học,A09,14,
TTU,Đại học Tân Tạo,7420201,Công nghệ sinh học,A02 | B00 | B03 | B08,15,
TTU,Đại học Tân Tạo,7720301,Điều dưỡng,A02 | B00 | B03 | B08,19,
TTU,Đại học Tân Tạo,7340301,Kế toán,A00 | A01 | D01 | D07,15,
TTU,Đại học Tân Tạo,7480101,Khoa học máy tính,A00 | A01 | D01 | D07,15,
TTU,Đại học Tân Tạo,7720601,Kỹ thuật xét nghiệm y học,A02 | B00 | B03 | B08,19,
TTU,Đại học Tân Tạo,7340120,Ngành Kinh doanh quốc tế,A00 | A01 | D01 | D07,15,
TTU,Đại học Tân Tạo,7220201,Ngôn ngữ Anh,A01 | D01 | D07 | D08,15,
TTU,Đại học Tân Tạo,7340101,Quản trị Kinh doanh,A00 | A01 | D01 | D07,15,
TTU,Đại học Tân Tạo,7340201,Tài chính – Ngân hàng,A00 | A01 | D01 | D07,15,
TTU,Đại học Tân Tạo,7720101,Y khoa,A02 | B00 | B03 | B08,22.5,
YDD,Đại học Điều Dưỡng Nam Định,7720301,Điều dưỡng,B00 | B08 | D01 | D07,19,
YDD,Đại học Điều Dưỡng Nam Định,7720401,Dinh dưỡng,B00 | B08 | D01 | D07,15.3,
YDD,Đại học Điều Dưỡng Nam Định,7720302,Hộ sinh,B00 | B08 | D01 | D07,19,
VHD,Đại Học Công Nghiệp Việt Hung,7510103,Công nghệ kỹ thuật xây dựng (chuyên ngành Xây dựng dân dụng & Công nghiệp),A00,15,
VHD,Đại Học Công Nghiệp Việt Hung,7510205,Công nghệ kỹ thuật ô tô,A00,15,
VHD,Đại Học Công Nghiệp Việt Hung,7510301,"Công nghệ kỹ thuật điện, điện tử",A00,15,
