Mã trường,Tên trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm thi THPT,Ghi chú
TTG,Đại học Tiền Giang,7620112,Bảo vệ thực vật,A00 | A01 | B00 | B08,15,
TTG,Đại học Tiền Giang,7620105,Chăn nuôi,A00 | A01 | B00 | B08,15,
TTG,Đại học Tiền Giang,7510201,Công nghệ kỹ thuật cơ khí (chuyên ngành Cơ khí chế tạo),A00 | A01 | D07 | D90,15,
TTG,Đại học Tiền Giang,7510203,Công nghệ kỹ thuật cơ điện tử,A00 | A01 | D07 | D90,15,
TTG,Đại học Tiền Giang,7510103,Công nghệ kỹ thuật xây dựng (chuyên ngành Xây dựng dân dụng & Công nghiệp),A00 | A01 | D07 | D90,15,
TTG,Đại học Tiền Giang,7420201,Công nghệ sinh học,A00 | A01 | B00 | B08,15,
TTG,Đại học Tiền Giang,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00 | A01 | D07 | D90,15,
TTG,Đại học Tiền Giang,7480201,Công nghệ thông tin,A00 | A01 | D07 | D90,15,
TTG,Đại học Tiền Giang,7540101,Công nghệ thực phẩm,A00 | A01 | B00 | B08,15,
TTG,Đại học Tiền Giang,7620301,ĐH Nuôi trồng thủy sản,A00 | A01 | B00 | B08,15,
TTG,Đại học Tiền Giang,7810101,Du lịch,C00 | D01 | D14 | D78,15,
TTG,Đại học Tiền Giang,7340301,Kế toán,A00 | A01 | D01 | D90,16,
TTG,Đại học Tiền Giang,7310101,Kinh tế,A00 | A01 | D01 | D90,15,
TTG,Đại học Tiền Giang,7380101,Ngành Luật,A01 | C00 | D01 | D66,20.5,
TTG,Đại học Tiền Giang,7340101,Quản trị Kinh doanh,A00 | A01 | D01 | D90,16,
TTG,Đại học Tiền Giang,7340201,Tài chính – Ngân hàng,A00 | A01 | D01 | D90,15,
TTG,Đại học Tiền Giang,7229040,Văn hoá học,C00 | D01 | D14 | D78,15,
HTN,Học viện Thanh Thiếu Niên Việt Nam,7760102,Công tác thanh thiếu niên,A09 | C00 | C20 | D01,24.5,
HTN,Học viện Thanh Thiếu Niên Việt Nam,7760101,Công tác xã hội,A09 | C00 | C20 | D01,25.5,
HTN,Học viện Thanh Thiếu Niên Việt Nam,7380101,Ngành Luật,A00 | A09 | C00 | C20,25.5,
HTN,Học viện Thanh Thiếu Niên Việt Nam,7320108,Quan hệ công chúng,C00 | C20 | D01 | D15,27.5,
HTN,Học viện Thanh Thiếu Niên Việt Nam,7310205,Quản lý nhà nước,A09 | C00 | C20 | D01,25.5,
HTN,Học viện Thanh Thiếu Niên Việt Nam,7310401,Tâm lý học,A09 | C00 | C20 | D01,26.5,
HTN,Học viện Thanh Thiếu Niên Việt Nam,7310202,Xây dựng Đảng và Chính quyền nhà nước,A09 | C00 | C20 | D01,24.5,
TDB,Đại Học Thể Dục Thể Thao Bắc Ninh,7810302,Golf,M08 | T00 | T01 | T05,18.35,
TDB,Đại Học Thể Dục Thể Thao Bắc Ninh,7810301,Quản lý thể dục thể thao,M08 | T00 | T01 | T05,18.35,
TDB,Đại Học Thể Dục Thể Thao Bắc Ninh,7729001,Y sinh học thể dục thể thao,M08 | T00 | T01 | T05,18.35,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ11,Công nghệ tài chính và Kinh doanh số,A00 | A01 | D01 | D03 | D06 | D07 | D23 | D24,23.3,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ10,Công nghệ thông tin ứng dụng,A00 | A01 | D01 | D03 | D06 | D07 | D23 | D24,22.75,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ03,Hệ thống thông tin quản lý,A00 | A01 | D01 | D03 | D06,22.35,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ02,Kế toán. Phân tích và Kiểm toán,A00 | A01 | D01 | D03 | D06,22.75,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ01,Kinh doanh quốc tế,A00 | A01 | D01 | D03 | D06,23.5,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ12,Kỹ thuật hệ thống công nghiệp và Logistics,A00 | A01 | D01 | D03 | D06 | D07 | D23 | D24,23.25,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ06,Marketing (CTĐT cấp 2 bằng ĐH của ĐHQGHN và trường ĐH HELP - Malaysia),A00 | A01 | D01 | D03 | D06 | D96 | D97,21.5,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ09,Ngôn ngữ Anh(chuyên sâu Kinh doanh và CNTT - CTĐT CLC),A01 | D01 | D78 | D90,25.15,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ05,Phân tích dữ liệu kinh doanh,A00 | A01 | D01 | D03 | D06 | D07 | D23 | D25,24.05,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ04,Tin học và Kỹ thuật máy tính,A00 | A01 | D01 | D03 | D06 | D07 | D23 | D24,21,
QHQ,Trường Quốc Tế - Đại học Quốc Gia Hà Nội,QHQ08,Tự động hoá và tin học (CTĐT CLC),A00 | A01 | D01 | D03 | D06 | D07 | D23 | D24,21.5,
DDV,Viện Nghiên cứu và Đào tạo Việt - Anh - Đại học Đà Nẵng,7510402,Công nghệ vật liệu,A00 | A01 | B00 | D07,17,
DDV,Viện Nghiên cứu và Đào tạo Việt - Anh - Đại học Đà Nẵng,7480101-CSE,Khoa học Máy tính,A00 | A01 | D01 | D90,18.5,
DDV,Viện Nghiên cứu và Đào tạo Việt - Anh - Đại học Đà Nẵng,7420204,Khoa học Y sinh,A00 | B00 | B08 | D07,17,
DDV,Viện Nghiên cứu và Đào tạo Việt - Anh - Đại học Đà Nẵng,7480101-SE,Khoa học Máy tính - Chuyên ngành Công nghệ phần mềm,A00 | A01 | D01 | D90,17,
DDV,Viện Nghiên cứu và Đào tạo Việt - Anh - Đại học Đà Nẵng,7340124,Quản trị và Kinh doanh Quốc tế,A01 | D01 | D07 | D10,17,
YDS,Đại học Y Dược TP HCM,7720301,Điều dưỡng,A00 | B00,24.03,
YDS,Đại học Y Dược TP HCM,7720301_03,Điều dưỡng chuyên ngành Gây mê hồi sức,A00 | B00,24.5,
YDS,Đại học Y Dược TP HCM,7720401,Dinh dưỡng,A00 | B00,24.1,
YDS,Đại học Y Dược TP HCM,7720201,Dược học,A00 | B00,25.72,
YDS,Đại học Y Dược TP HCM,7720302,Hộ sinh,A00 | B00,22.8,
YDS,Đại học Y Dược TP HCM,7720502,Kỹ thuật phục hình răng,A00 | B00,24.8,
YDS,Đại học Y Dược TP HCM,7720602,Kỹ thuật hình ảnh y học,A00 | B00,24.35,
YDS,Đại học Y Dược TP HCM,7720601,Kỹ thuật xét nghiệm y học,A00 | B00,25.02,
YDS,Đại học Y Dược TP HCM,7720603,Kỹ thuật phục hồi chức năng,A00 | B00,24.04,
YDS,Đại học Y Dược TP HCM,7720501,Răng- Hàm -Mặt,B00,27.35,
YDS,Đại học Y Dược TP HCM,7720115,Y học cổ truyền,B00,24.8,
YDS,Đại học Y Dược TP HCM,7720110,Y học dự phòng,A00 | B00,23.25,
YDS,Đại học Y Dược TP HCM,7720701,Y tế công cộng,A00 | B00,21.45,
YDS,Đại học Y Dược TP HCM,7720101,Y khoa,B00,27.8,
DHV,Đại học Hùng Vương TP HCM,7340205,Công nghệ tài chính,A00 | A01 | C01 | D01,15,
DHV,Đại học Hùng Vương TP HCM,7480201,Công nghệ thông tin,A00 | A01 | C14 | D01,15,
DHV,Đại học Hùng Vương TP HCM,7340301,Kế toán,A00 | C03 | C14 | D01,15,
DHV,Đại học Hùng Vương TP HCM,7310106,Kinh tế quốc tế,A00 | A01 | D01 | D07,15,
DHV,Đại học Hùng Vương TP HCM,7480106,Kỹ thuật máy tính,A00 | A01 | C01 | D01,15,
DHV,Đại học Hùng Vương TP HCM,7380107,Luật kinh tế,A00 | C00 | D01 | D04,15,
DHV,Đại học Hùng Vương TP HCM,7340115,Marketing,A00 | C00 | C01 | D01,15,
DHV,Đại học Hùng Vương TP HCM,7380101,Ngành Luật,A00 | A09 | C00 | C14,15,
DHV,Đại học Hùng Vương TP HCM,7220204,Ngôn ngữ Trung Quốc,C00 | D01 | D04 | D15,15,
DHV,Đại học Hùng Vương TP HCM,7220209,Ngôn ngữ Nhật,C00 | D01 | D15 | D66,15,
DHV,Đại học Hùng Vương TP HCM,7220201,Ngôn ngữ Anh,D01 | D14 | D15 | D66,15,
DHV,Đại học Hùng Vương TP HCM,7220210,Ngôn ngữ Hàn Quốc,D01 | D14 | D78 | D96,15,
DHV,Đại học Hùng Vương TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,A00 | A01 | C00 | D01,15,
DHV,Đại học Hùng Vương TP HCM,7810201,Quản trị khách sạn,A00 | A01 | C00 | D01,15,
DHV,Đại học Hùng Vương TP HCM,7720802,Quản lý bệnh viện,B00 | B03 | C01 | C14,15,
DHV,Đại học Hùng Vương TP HCM,7340101,Quản trị Kinh doanh,C00 | C01 | D01,15,
DHV,Đại học Hùng Vương TP HCM,7340201,Tài chính – Ngân hàng,A00 | C00 | C04 | D01,15,
DHV,Đại học Hùng Vương TP HCM,7310401,Tâm lý học,A12 | B05 | C15 | D01,15,
DHV,Đại học Hùng Vương TP HCM,7340122,Thương mại điện tử,A00 | C00 | C04 | D01,15,
MHN,Đại học Mở Hà Nội,7340204,Bảo hiểm,A00 | A01 | D01,20.5,
MHN,Đại học Mở Hà Nội,7420201,Công nghệ sinh học,A00 | B00 | D07,17,
MHN,Đại học Mở Hà Nội,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00 | A01 | D01,22.55,
MHN,Đại học Mở Hà Nội,7480201,Công nghệ thông tin,A00 | A01 | D01,22.95,
MHN,Đại học Mở Hà Nội,7540101,Công nghệ thực phẩm,A00 | B00 | D08,17,
MHN,Đại học Mở Hà Nội,7510302,Điện tử - viễn thông,A00 | A01 | D01,22.05,
MHN,Đại học Mở Hà Nội,7340301,Kế toán,A00 | A01 | D01,23.75,
MHN,Đại học Mở Hà Nội,7580101,Kiến trúc,V00 | V01 | V02,22.5,
MHN,Đại học Mở Hà Nội,7380108,Luật quốc tế,A00 | C01 | D01,22.99,
MHN,Đại học Mở Hà Nội,7380107,Luật kinh tế,A00 | C00 | D01,24.12,
MHN,Đại học Mở Hà Nội,7380101,Ngành Luật,A00 | C00 | D01,23.77,
MHN,Đại học Mở Hà Nội,7220204,Ngôn ngữ Trung Quốc,D01 | D04,33.19,
MHN,Đại học Mở Hà Nội,7220201,Ngôn ngữ Anh,D01,32.03,
MHN,Đại học Mở Hà Nội,7810201,Quản trị khách sạn,D01,28.13,
MHN,Đại học Mở Hà Nội,7340101,Quản trị Kinh doanh,A00 | A01 | D02,23.52,
MHN,Đại học Mở Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,D01,28.53,
MHN,Đại học Mở Hà Nội,7340201,Tài chính – Ngân hàng,A00 | A01 | D01,23.48,
MHN,Đại học Mở Hà Nội,7210404,Thiết kế thời trang,H00 | H01 | H06,19.75,
MHN,Đại học Mở Hà Nội,7210403,Thiết kế đồ họa,H00 | H01 | H06,22.38,
MHN,Đại học Mở Hà Nội,7580108,Thiết kế nội thất,H00 | H01 | H06,20.45,
MHN,Đại học Mở Hà Nội,7340122,Thương mại điện tử,A00 | A01 | D01,24.91,
TDV,Đại học Vinh,7620105,Chăn nuôi,A00 | B00 | B08 | D01,16,
TDV,Đại học Vinh,7310201,Chính trị học,A01 | C00 | C19 | D01,18,
TDV,Đại học Vinh,7510205,Công nghệ kỹ thuật ô tô,A00 | A01 | B00 | D01,19,
TDV,Đại học Vinh,7540101,Công nghệ thực phẩm,A00 | A01 | B00 | D07,17,
TDV,Đại học Vinh,7480201,Công nghệ thông tin,A00 | A01 | D01 | D07,19,
TDV,Đại học Vinh,7760101,Công tác xã hội,A00 | A01 | C00 | D01,18,
TDV,Đại học Vinh,7480201C,Công nghệ thông tin (CTCLC),A00 | A01 | D01 | D07,21,
TDV,Đại học Vinh,7510301,"Công nghệ kỹ thuật điện, điện tử",A00 | A01 | B00 | D01,17,
TDV,Đại học Vinh,7510206,Công nghệ kỹ thuật nhiệt,A00 | A01 | B00 | D01,17,
TDV,Đại học Vinh,7420201,Công nghệ sinh học,A01 | A02 | B00 | B08,17,
TDV,Đại học Vinh,7620301,ĐH Nuôi trồng thủy sản,A00 | B00 | B03 | B08 | C01 | C02 | D01,16,
TDV,Đại học Vinh,7720301,Điều dưỡng,B00 | C08 | D08 | D13,20,
TDV,Đại học Vinh,7140208,Giáo dục Quốc phòng - An ninh,A00 | C00 | C19 | D01,26.5,
TDV,Đại học Vinh,7140202,Giáo dục Tiểu học,A00 | A01 | C00 | D01,28.12,
TDV,Đại học Vinh,7140205,Giáo dục Chính trị,C00 | C19 | C20 | D66,27.8,
TDV,Đại học Vinh,7340301,Kế toán,A00 | A01 | D01 | D07,20,
TDV,Đại học Vinh,7620110,Khoa học cây trồng,A00 | B00 | B08 | D01,16,
TDV,Đại học Vinh,7480101,Khoa học máy tính,A00 | A01 | D01 | D07,18,
TDV,Đại học Vinh,7580101,Kiến trúc,A00,16,
TDV,Đại học Vinh,7580301,Kinh tế xây dựng,A00 | A01 | B00 | D01,16,
TDV,Đại học Vinh,7310109,Kinh tế số,A00 | A01 | B00 | D01,18.5,Kinh tế số
TDV,Đại học Vinh,7310101,Kinh tế,A00 | A01 | B00 | D01,18.5,
TDV,Đại học Vinh,7580201,Kỹ thuật xây dựng,A00 | A01 | B00 | D01,16,
TDV,Đại học Vinh,7580205,Kỹ thuật xây dựng công trình giao thông,A00 | A01 | B00 | D01,16,
TDV,Đại học Vinh,7380107,Luật kinh tế,A00 | A01 | C00 | D01,19,
TDV,Đại học Vinh,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,A00 | A01 | B00 | D01,19,
TDV,Đại học Vinh,7380101,Ngành Luật,A00 | A01 | C00 | C03 | C19 | D01 | D14,18,
TDV,Đại học Vinh,7520207,Ngành Kỹ thuật điện tử truyền thông,A00 | A01 | B00 | D01,17,
TDV,Đại học Vinh,7220201,Ngôn ngữ Anh,A01 | D01 | D14 | D15,24.8,
TDV,Đại học Vinh,7620109,Nông học,A00 | B00 | B03 | B08 | C01 | C02 | D01,16,
TDV,Đại học Vinh,7850101,Quản lý tài nguyên và môi trường,A00 | B00 | B08 | D01,16,
TDV,Đại học Vinh,7229042,Quản lý văn hoá,A00 | A01 | C00 | D01,18,
TDV,Đại học Vinh,7310205,Quản lý nhà nước,A00 | A01 | C00 | D01,18,
TDV,Đại học Vinh,7340101C,Quản trị kinh doanh,A00 | A01 | D01 | D07,21,
TDV,Đại học Vinh,7850103,Quản lý đất đai,A00 | B00 | B03 | B08 | C01 | C04 | D01,16,
TDV,Đại học Vinh,7340101,Quản trị Kinh doanh,A00 | A01 | D01 | D07,19,
TDV,Đại học Vinh,7140114,Quản lý giáo dục,A00 | A01 | C00 | D01,24,
TDV,Đại học Vinh,7310601,Quốc tế học,D01 | D14 | D15 | D66,18,
TDV,Đại học Vinh,7140209C,SP Toán học (dạy Toán bằng tiếng Anh),A00 | A01 | B00 | D01,26.5,
TDV,Đại học Vinh,7140218,Sư phạm Lịch sử,C00 | C19 | C20 | D14,28.71,
TDV,Đại học Vinh,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),A00 | A01 | D01 | D07,24.45,
TDV,Đại học Vinh,7140247,Sư phạm khoa học tự nhiên,A00 | A02 | B00,25.3,
TDV,Đại học Vinh,7140217,Sư phạm Ngữ văn,C00 | C20 | D01 | D15,28.46,
TDV,Đại học Vinh,7140231C,Sư phạm tiếng Anh (lớp tài năng),A01 | D01 | D14 | D15,27.25,
TDV,Đại học Vinh,7140212,Sư phạm Hóa học,A00 | B00 | C02 | D07,26.4,
TDV,Đại học Vinh,7140209,Sư phạm Toán học,A00 | A01 | B00 | D01,26.2,
TDV,Đại học Vinh,7140211,Sư phạm Vật lý,A00 | A01 | B00 | D07,25.9,
TDV,Đại học Vinh,7140219,Sư phạm Địa lý,C00 | C04 | C20 | D15,28.5,
TDV,Đại học Vinh,7140231,Sư phạm Tiếng Anh,A01 | D01 | D14 | D15,26.46,
TDV,Đại học Vinh,7140249,Sư phạm Lịch sử - Địa lý,C00 | C19 | C20 | D14,28.25,
TDV,Đại học Vinh,7140213,Sư phạm Sinh học,A02 | B00 | B03 | B08,25.25,
TDV,Đại học Vinh,7340201,Tài chính – Ngân hàng,A00 | A01 | D01 | D07,18.5,
TDV,Đại học Vinh,7310403,Tâm lý học giáo dục,A00 | A01 | C00 | D01,22,
TDV,Đại học Vinh,7640101,Thú y,A00 | B00 | B08 | D01,16,
TDV,Đại học Vinh,7340122,Thương mại điện tử,A00 | A01 | D01 | D07,18.5,
TDV,Đại học Vinh,7310630,Việt Nam học,A00 | A01 | C00 | D01,18,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7510301,"Công nghệ kỹ thuật điện, điện tử",A00 | A01 | C01 | D01,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7480201,Công nghệ thông tin,A00 | A01 | D01 | D10,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7510205,Công nghệ kỹ thuật ô tô,A00 | A01 | C01 | D01,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7720201,Dược học,A00 | B00 | D07,21,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7340301,Kế toán,A00 | A01 | D01 | D10,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7480103,Kỹ thuật phần mềm,A00 | A01 | D01 | D10,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7510605,Logistics và Quản lý chuỗi cung ứng,A00 | A01 | C01 | D01,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7340115,Marketing,A00 | A01 | C01 | D01,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7380101,Ngành Luật,A00 | A01 | C00 | D01,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7220201,Ngôn ngữ Anh,C00 | D01 | D08 | D10,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7220210,Ngôn ngữ Hàn Quốc,C00 | D01 | D10 | D66,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00 | A01 | C00 | D01,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7320108,Quan hệ công chúng,A01 | A10 | C00 | D01,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7340101,Quản trị Kinh doanh,A00 | A01 | C01 | D01,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7340406,Quản trị văn phòng,A00 | A01 | C03 | D01,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7340201,Tài chính – Ngân hàng,A01 | A10 | C04 | D01,14,
DKB,Đại học Kinh tế Kỹ thuật Bình Dương,7340122,Thương mại điện tử,A00 | A01 | C01 | D01,14,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510301,"Công nghệ kỹ thuật điện, điện tử",A00 | A01 | D01 | D07,17,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510201,Công nghệ kỹ thuật cơ khí (chuyên ngành Cơ khí chế tạo),A00 | A01 | D01 | D07,17,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510205,Công nghệ kỹ thuật ô tô,A00 | A01 | D01 | D07,19,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00 | A01 | D01 | D07,19,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510202,Công nghệ chế tạo máy,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7580101,Kiến trúc,A01,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510604,Kinh tế công nghiệp,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7905228,Kỹ thuật Điện,A00 | A01 | D01 | D07,18,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520309,Kỹ thuật vật liệu,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520116,Kỹ thuật cơ khí động lực,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520103,Kỹ thuật cơ khí,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7480106,Kỹ thuật máy tính,A00 | A01 | D01 | D07,17,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7580201,Kỹ thuật xây dựng,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520114,Kỹ thuật cơ điện tử,A00 | A01 | D01 | D07,17,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7905218,Kỹ thuật Cơ khí(Chương trình tiên tiến),A00 | A01 | D01 | D07,18,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520201,Kỹ thuật điện,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520207,Ngành Kỹ thuật điện tử truyền thông,A00 | A01 | D01 | D07,24,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,A00 | A01,19,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520320,Ngành Kỹ thuật môi trường,A00 | B00 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7520207,Ngành Kỹ thuật điện tử truyền thông,A00 | A01 | D01 | D07,16,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7220201,Ngôn ngữ Anh,A00 | A01 | D01 | D07,17,
DTK,Đại học Kỹ Thuật Công Nghiệp - Đại học Thái Nguyên,7510601,Quản lý công nghiệp,A00 | A01 | D01 | D07,16,
VTT,Đại học Võ Trường Toản,7480201,Công nghệ thông tin,A00,15,
VTT,Đại học Võ Trường Toản,7720201,Dược học,B00,21,
VTT,Đại học Võ Trường Toản,7340301,Kế toán,A00,15,
VTT,Đại học Võ Trường Toản,7380101,Ngành Luật,A00,15,
VTT,Đại học Võ Trường Toản,7340120,Ngành Kinh doanh quốc tế,A00,15,
VTT,Đại học Võ Trường Toản,7340101,Quản trị Kinh doanh,A00,15,
VTT,Đại học Võ Trường Toản,7310205,Quản lý nhà nước,A01,15,
VTT,Đại học Võ Trường Toản,7340201,Tài chính – Ngân hàng,A00,15,
VTT,Đại học Võ Trường Toản,7340122,Thương mại điện tử,A00,15,
VTT,Đại học Võ Trường Toản,7720101,Y khoa,B00,22.5,
GTS,Đại học Giao thông vận tải TP HCM,748020104A,Công nghệ thông tin CTTT chuyên ngành Khoa học dữ liệu và AI,A00 | A01 | D01 | D07,21.5,
GTS,Đại học Giao thông vận tải TP HCM,748020101A,Công nghệ thông tin CTTT,A00 | A01 | D01 | D07,21.5,
GTS,Đại học Giao thông vận tải TP HCM,7510303A,Công nghỹ kỳ thuật điều khicn và lự động hoả (hệ Chat lượng cao ticng Anh),A00 | A01 | D01 | D07,24,
GTS,Đại học Giao thông vận tải TP HCM,7510205A,Công nghệ kỳ thuật ỏ tô (hệ Chat lượng cao ticng Anh),A00 | A01 | D01 | D07,24,
GTS,Đại học Giao thông vận tải TP HCM,748020106A,Công nghệ thông tin CTTT chuyên ngành Công nghệ ôtô số,A00 | A01 | D01 | D07,17,
GTS,Đại học Giao thông vận tải TP HCM,748020105A,Công nghệ thông tin CTTT chuyên ngành Smart Logistics,A00 | A01 | D01 | D07,18,
GTS,Đại học Giao thông vận tải TP HCM,748020101E,Công nghệ thông tin học bằng tiếng Anh,A00 | A01 | D01 | D07,16,
GTS,Đại học Giao thông vận tải TP HCM,7510104A,Công nghệ kỹ thuật giao thông CTTT chuyên ngành Quy hoạch và quản lý giao thông; Logistics và hạ tầng giao thông,A00 | A01 | D01 | D07,19,
GTS,Đại học Giao thông vận tải TP HCM,7510201A,Công nghệ kỳ thuật cơ khi (hệ Chát lượng cao tiếng Anh),A00 | A01 | D01 | D07,23,
GTS,Đại học Giao thông vận tải TP HCM,7340405A,Hệ thống thông tin quản lý CTTT,A00 | A01 | D01 | D07,21.5,
GTS,Đại học Giao thông vận tải TP HCM,784010102A,Khai thái vận tải CTTT chuyên ngành Quản lý và kinh doanh vận tải,A00 | A01 | D01 | D07,22,
GTS,Đại học Giao thông vận tải TP HCM,784010101A,Khai thái vận tải CTTT,A00 | A01 | D01 | D07,22,
GTS,Đại học Giao thông vận tải TP HCM,784010609A,Khoa học hàng hải CTTT chuyên ngành Quản lý cảng và logistics,A00 | A01 | D01 | D07,21,
GTS,Đại học Giao thông vận tải TP HCM,784010607,Khoa học hàng hải (chuyên ngành Khai thác máy tàu thủy và quản lý kỹ thuật),A00 | A01 | D01 | D07,16,
GTS,Đại học Giao thông vận tải TP HCM,784010604A,Khoa học hàng hải CTTT,A00 | A01 | D01 | D07,20,
GTS,Đại học Giao thông vận tải TP HCM,7460108A,Khoa học dữ liệu CTTT,A00 | A01 | D01 | D07,24,
GTS,Đại học Giao thông vận tải TP HCM,784010606,Khoa học hàng hải (chuyên ngành Điều khiển và quản lý tàu biển),A00 | A01 | D01 | D07,16,
GTS,Đại học Giao thông vận tải TP HCM,7520207A,"Kĩ thuật điện tử, truyền thông",A00 | A01 | D01 | D07,20,
GTS,Đại học Giao thông vận tải TP HCM,758030103A,Kinh tế xây dựng CTTT chuyên ngành Kinh tế và quản lý bất động sản,A00 | A01 | D01 | D07,19,
GTS,Đại học Giao thông vận tải TP HCM,784010402A,Kinh tế vận tải hàng không CTTT,A00 | A01 | D01 | D07,22,
GTS,Đại học Giao thông vận tải TP HCM,784010401A,Kinh tế vận tải biển CTTT,A00 | A01 | D01 | D07,22,
GTS,Đại học Giao thông vận tải TP HCM,758030101A,Kinh tế xây dựng CTTT,A00 | A01 | D01 | D07,19,
GTS,Đại học Giao thông vận tải TP HCM,7580202,Kỹ thuật xây dựng công trình thủy,A00 | A01 | D01 | D07,15,
GTS,Đại học Giao thông vận tải TP HCM,7580201,Kỹ thuật xây dựng,A00 | A01 | D01 | D07,19,
GTS,Đại học Giao thông vận tải TP HCM,7520216A,Kỹ thuật điều khiển và tự động hóa CTTT,A00 | A01 | D01 | D07,20,
GTS,Đại học Giao thông vận tải TP HCM,7580205,Kỹ thuật xây dựng công trình giao thông,A00 | A01 | D01 | D07,17,
GTS,Đại học Giao thông vận tải TP HCM,7520201,Kỹ thuật điện,A00 | A01 | D01 | D07,20,
GTS,Đại học Giao thông vận tải TP HCM,7520130A,"Kỹ thuật ôtô CTTT chuyên ngành Cơ khí ô tô, Cơ điện tử ô tô",A00 | A01 | D01 | D07,22,
GTS,Đại học Giao thông vận tải TP HCM,7520103A,Kỹ thuật cơ khí (chuyên ngành Kỹ thuật cơ khí),A00 | A01 | D01 | D07,19,
GTS,Đại học Giao thông vận tải TP HCM,7510605E,Logistics và quản lý chuỗi cung ứng học bằng tiếng Anh,A00 | A01 | D01 | D07,17,
