Mã trường,Tên trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm thi THPT,Ghi chú
TDM,Đại học Thủ Dầu Một,7340101,Quản trị Kinh doanh,A00 | A01 | A16 | D01,21.4,
TDM,Đại học Thủ Dầu Một,7310205,Quản lý nhà nước,A16 | C00 | C14 | D01,22.3,
TDM,Đại học Thủ Dầu Một,7310206,Quan hệ quốc tế,A00 | C00 | D01 | D78,22.3,
TDM,Đại học Thủ Dầu Một,7340201,Tài chính – Ngân hàng,A00 | A01 | A16 | D01,21.4,
TDM,Đại học Thủ Dầu Một,7310401,Tâm lý học,B08 | C00 | C14 | D01,25,
TDM,Đại học Thủ Dầu Một,7210403,Thiết kế đồ họa,A00 | D01 | V00 | V01,20.5,
TDM,Đại học Thủ Dầu Một,7210405,Thiết kế nội thất,M03 | M06 | M10 | N03,15,
TDM,Đại học Thủ Dầu Một,7340122,Thương mại điện tử,A00 | A01 | D01 | D07,21.6,
TDM,Đại học Thủ Dầu Một,7460101,Toán học,A00 | A01 | A16 | D07,23,
TDM,Đại học Thủ Dầu Một,7320104,Truyền thông đa phương tiện,C00 | D01 | D09 | V01,25,
DHE,Khoa Kỹ thuật và Công Nghệ - ĐH Huế,7510205,Công nghệ kỹ thuật ô tô,A00 | A01 | D01,17.75,
DHE,Khoa Kỹ thuật và Công Nghệ - ĐH Huế,7480112,Khoa học dữ liệu và trí tuệ nhân tạo,A00 | A01 | D01,18.2,
DHE,Khoa Kỹ thuật và Công Nghệ - ĐH Huế,7480112KS,Khoa học dữ liệu và trí tuệ nhân tạo (hệ kỹ sư),A00 | A01 | D01,18.2,
DHE,Khoa Kỹ thuật và Công Nghệ - ĐH Huế,7520201,Kỹ thuật điện,A00 | A01 | D01,16.7,
DHE,Khoa Kỹ thuật và Công Nghệ - ĐH Huế,7580201,Kỹ thuật xây dựng,A00 | A01 | D01,15.75,
DHE,Khoa Kỹ thuật và Công Nghệ - ĐH Huế,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,A00 | A01 | C01 | D01,17.5,
YDN,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301C,Điều dưỡng gây mê hồi sức,B00,20,
YDN,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301A,Điều dưỡng đa khoa,B00,20.9,
YDN,Đại học Kỹ thuật Y Dược Đà Nẵng,7720301B,Điều dưỡng nha khoa,B00,20.6,
YDN,Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,B00,23.6,
YDN,Đại học Kỹ thuật Y Dược Đà Nẵng,7720602,Kỹ thuật hình ảnh y học,B00,19,
YDN,Đại học Kỹ thuật Y Dược Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,B00,20.6,
YDN,Đại học Kỹ thuật Y Dược Đà Nẵng,7720603,Kỹ thuật phục hồi chức năng,B00,21,
YDN,Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,B00,25.47,
DQT,Đại học Quang Trung,7480201,Công nghệ thông tin,A00 | A01 | C02 | D01,16,
DQT,Đại học Quang Trung,7510103,Công nghệ kỹ thuật xây dựng (chuyên ngành Xây dựng dân dụng & Công nghiệp),A00 | A09 | C04 | D10,15,
DQT,Đại học Quang Trung,7420201,Công nghệ sinh học,B00 | B08 | C09 | D13,15,
DQT,Đại học Quang Trung,7720301,Điều dưỡng,B00 | B03 | C08 | D13,19,
DQT,Đại học Quang Trung,7340301,Kế toán,A00 | A09 | C14 | D10,15,
DQT,Đại học Quang Trung,7620115,Kinh tế nông nghiệp,A09 | B08 | C08 | D01,15,
DQT,Đại học Quang Trung,7310101,Kinh tế,A00 | A09 | C14 | D01,15,
DQT,Đại học Quang Trung,7220201,Ngôn ngữ Anh,D01 | D14 | D15 | D66,15,
DQT,Đại học Quang Trung,7810203,Quản trị Khách sạn - Nhà hàng,C00 | D01 | D14 | D15,15,
DQT,Đại học Quang Trung,7810103,Quản trị dịch vụ du lịch và lữ hành,C00 | D01 | D14 | D15,15,
DQT,Đại học Quang Trung,7340101,Quản trị Kinh doanh,A01 | C14 | D14 | D15,15,
DQT,Đại học Quang Trung,7340201,Tài chính – Ngân hàng,A00 | A09 | C14 | D10,15,
DQT,Đại học Quang Trung,7720701,Y tế công cộng,B00 | B03 | C08 | C13,15,
NTT,Đại học Nguyễn Tất Thành,7510205,Công nghệ kỹ thuật ô tô,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7420201,Công nghệ sinh học,A00 | B00 | D07 | D08,15,
NTT,Đại học Nguyễn Tất Thành,7510203,Công nghệ kỹ thuật cơ điện tử,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7480201_DLMT,Công nghệ thông tin và dữ liệu tài nguyên môi trường,A00,15,
NTT,Đại học Nguyễn Tất Thành,7480201 _CNST,"Công nghệ thông tin, Cn Công nghệ và đổi mới sáng tạo",A00,15,
NTT,Đại học Nguyễn Tất Thành,7540101,Công nghệ thực phẩm,A00 | B00 | D07 | D90,15,
NTT,Đại học Nguyễn Tất Thành,7480201,Công nghệ thông tin,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7510401,Công nghệ kỹ thuật hoá học,A00 | B00 | D07 | D90,15,
NTT,Đại học Nguyễn Tất Thành,7140103,Công nghệ Giáo dục,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7510301,"Công nghệ kỹ thuật điện, điện tử",A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7210234,Diễn viên kịch. điện ảnh - truyền hình,N05,15,
NTT,Đại học Nguyễn Tất Thành,7720301,Điều dưỡng,A00 | A01 | B00 | D07,19,
NTT,Đại học Nguyễn Tất Thành,7310608,Đông phương học,C00 | D01 | D14 | D15,15,
NTT,Đại học Nguyễn Tất Thành,7810101,Du lịch,C00 | D01 | D14 | D15,15,
NTT,Đại học Nguyễn Tất Thành,7720201,Dược học,A00 | A01 | B00 | D07,21,
NTT,Đại học Nguyễn Tất Thành,7720203,Hoá dược,A00 | A01 | B00 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7340301,Kế toán,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7440122,Khoa học vật liệu,A00 | A01 | B00 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7460108,Khoa học dữ liệu (Data Science),A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7580101,Kiến trúc,D01 | H00 | H01 | V01,15,
NTT,Đại học Nguyễn Tất Thành,7580205,Kỹ thuật xây dựng công trình giao thông,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7720603,Kỹ thuật phục hồi chức năng,A00 | A01 | B00 | D07,19,
NTT,Đại học Nguyễn Tất Thành,7480103,Kỹ thuật phần mềm,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7580201,Kỹ thuật xây dựng,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7520212,Kỹ thuật y sinh,A00 | A01 | A02 | B00,15,
NTT,Đại học Nguyễn Tất Thành,7720601,Kỹ thuật xét nghiệm y học,A00 | B00 | D07 | D08,19,
NTT,Đại học Nguyễn Tất Thành,7510605,Logistics và Quản lý chuỗi cung ứng,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7380107,Luật kinh tế,A00 | A01 | C00 | D01,15,
NTT,Đại học Nguyễn Tất Thành,7480102,Mạng máy tính và truyền thông dữ liệu,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7340115,Marketing,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7340115_DM,Marketing số và truyền thông xã hội,A00,15,
NTT,Đại học Nguyễn Tất Thành,7340120,Ngành Kinh doanh quốc tế,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7380101,Ngành Luật,A00 | A01 | C00 | D01,15,
NTT,Đại học Nguyễn Tất Thành,7220201,Ngôn ngữ Anh,C00 | D01 | D14 | D15,15,
NTT,Đại học Nguyễn Tất Thành,7220204,Ngôn ngữ Trung Quốc,C00 | D01 | D14 | D15,15,
NTT,Đại học Nguyễn Tất Thành,7210208,Piano,N00,15,
NTT,Đại học Nguyễn Tất Thành,7340101 DNCN,"Quản trị kinh doanh, CN quản trị doanh nghiệp và công nghệ",A00,15,
NTT,Đại học Nguyễn Tất Thành,7310206,Quan hệ quốc tế,A01 | D01 | D14 | D15,15,
NTT,Đại học Nguyễn Tất Thành,7810201,Quản trị khách sạn,C00 | D01 | D14 | D15,15,
NTT,Đại học Nguyễn Tất Thành,7340404,Quản trị nhân lực,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7340101,Quản trị Kinh doanh,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7810202,Quản trị nhà hàng và dịch vụ ăn uống,C00 | D01 | D14 | D15,15,
NTT,Đại học Nguyễn Tất Thành,7340101_KDST,"Quản trị kinh doanh, CN kinh doanh sáng tạo",A00,15,
NTT,Đại học Nguyễn Tất Thành,7720802,Quản lý bệnh viện,B00 | B03 | C00 | D01,15,
NTT,Đại học Nguyễn Tất Thành,7320108,Quan hệ công chúng,A01 | C00 | D01 | D14,15,
NTT,Đại học Nguyễn Tất Thành,7850101,Quản lý tài nguyên và môi trường,A00 | B00 | D07 | D90,15,
NTT,Đại học Nguyễn Tất Thành,7340101 _KDTP,Quản trị kinh doanh thực phẩm,A00,15,
NTT,Đại học Nguyễn Tất Thành,7720501,Răng- Hàm -Mặt,A00 | A01 | B00 | D07,22.5,
NTT,Đại học Nguyễn Tất Thành,7340201,Tài chính – Ngân hàng,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7310401,Tâm lý học,B00 | C00 | D01 | D14,15,
NTT,Đại học Nguyễn Tất Thành,7210205,Thanh nhạc,N00,15,
NTT,Đại học Nguyễn Tất Thành,7210404,Thiết kế thời trang,A00 | A01 | D01 | D14,15,
NTT,Đại học Nguyễn Tất Thành,7580108,Thiết kế nội thất,D01 | H00 | H01 | V01,15,
NTT,Đại học Nguyễn Tất Thành,7210403,Thiết kế đồ họa,D01 | H00 | H01 | V01,15,
NTT,Đại học Nguyễn Tất Thành,7640101,Thú y,A00 | B00 | D07 | D08,15,
NTT,Đại học Nguyễn Tất Thành,7340122,Thương mại điện tử,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7480107,Trí tuệ nhân tạo,A00 | A01 | D01 | D07,15,
NTT,Đại học Nguyễn Tất Thành,7320104,Truyền thông đa phương tiện,A01 | C00 | D01 | D15,15,
NTT,Đại học Nguyễn Tất Thành,7520403,Vật lý Y khoa,A00 | A01 | A02 | B00,15,
NTT,Đại học Nguyễn Tất Thành,7310630,Việt Nam học,C00 | D01 | D14 | D15,15,
NTT,Đại học Nguyễn Tất Thành,7720101,Y khoa,B00,23,
NTT,Đại học Nguyễn Tất Thành,7720115,Y học cổ truyền,A00 | A01 | B00 | D07,21,
NTT,Đại học Nguyễn Tất Thành,7720110,Y học dự phòng,B00,19,
LDA,Đại học Công đoàn,7850201,Bảo hộ lao động,A00 | A01 | D01,15.2,
LDA,Đại học Công đoàn,7760101,Công tác xã hội,A00 | A01 | D01,23.75,
LDA,Đại học Công đoàn,7810101,Du lịch,C00 | D01 | D14 | D15,24.63,
LDA,Đại học Công đoàn,7340301,Kế toán,A00 | A01 | D01,23.6,
LDA,Đại học Công đoàn,7310101,Kinh tế,A00 | A01 | D01,23.4,
LDA,Đại học Công đoàn,7380101,Ngành Luật,A01 | C00 | D01,26.38,
LDA,Đại học Công đoàn,7220201,Ngôn ngữ Anh,D01 | D14 | D15,33,
LDA,Đại học Công đoàn,7340408,Quan hệ lao động (CN Quản lý Quan hệ lao động. CN Hành vi tổ chức),A00 | A01 | D01,19.95,
LDA,Đại học Công đoàn,7340404,Quản trị nhân lực,A00 | A01 | D01,23.19,
LDA,Đại học Công đoàn,7340101,Quản trị Kinh doanh,A00 | A01 | D01,22.8,
LDA,Đại học Công đoàn,7340201,Tài chính – Ngân hàng,A00 | A01 | D01,23.61,
LDA,Đại học Công đoàn,7310630,Việt Nam học,C00 | D01 | D14 | D15,22.5,
LDA,Đại học Công đoàn,7310301,Xã hội học,A00 | A01 | D01,22.75,
YQH,Học viện Quân Y - Hệ Quân sự,7720201|21A00,Dược học - Nam thí sinh phía Bắc,A00,25.19,
YQH,Học viện Quân Y - Hệ Quân sự,7720201|12A00,Dược học - Nữ thí sinh phía Nam,A00,26.26,
YQH,Học viện Quân Y - Hệ Quân sự,7720201|11A00,Dược học - Nữ thí sinh phía Bắc,A00,27.28,
YQH,Học viện Quân Y - Hệ Quân sự,7720201|22A00,Dược học - Nam thí sinh phía Nam,A00,24.56,
YQH,Học viện Quân Y - Hệ Quân sự,7720101|11B00,Y khoa (Nữ - Miền Bắc),B00,27.49,
YQH,Học viện Quân Y - Hệ Quân sự,7720101|12B00,Y khoa (Nữ - Miền Nam),B00,27.34,
YQH,Học viện Quân Y - Hệ Quân sự,7720101|21A00,Y khoa (Nam - Miền Bắc),A00,26.13,
YQH,Học viện Quân Y - Hệ Quân sự,7720101|11A00,Y khoa (Nữ - Miền Bắc),A00,27.49,
YQH,Học viện Quân Y - Hệ Quân sự,7720110|21B00,Y học dự phòng (Nam - Miền Bắc),B00,24.35,
YQH,Học viện Quân Y - Hệ Quân sự,7720101|22A00,Y khoa (Nam - Miền Nam),A00,25.75,
YQH,Học viện Quân Y - Hệ Quân sự,7720101|22B00,Y khoa (Nam - Miền Nam),B00,25.75,
YQH,Học viện Quân Y - Hệ Quân sự,7720110|22B00,Y học dự phòng (Nam - Miền Nam),B00,24.12,
YQH,Học viện Quân Y - Hệ Quân sự,7720101|12A00,Y khoa (Nữ - Miền Nam),A00,27.34,
YQH,Học viện Quân Y - Hệ Quân sự,7720101|21B00,Y khoa (Nam - Miền Bắc),B00,26.13,
DDY,Khoa Y Dược - Đại học Đà Nẵng,7720301,Điều dưỡng,B00 | B08,22.65,
DDY,Khoa Y Dược - Đại học Đà Nẵng,7720201,Dược học,A00 | B00 | D07,24.45,
DDY,Khoa Y Dược - Đại học Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,B00 | B08,22.35,
DDY,Khoa Y Dược - Đại học Đà Nẵng,7720501,Răng- Hàm -Mặt,B00 | B08,25.57,
DDY,Khoa Y Dược - Đại học Đà Nẵng,7720101,Y khoa,B00 | B08,25.55,
DYD,Đại học Yersin Đà Lạt,7420201,Công nghệ sinh học,A00 | A01 | B00 | D01,17,
DYD,Đại học Yersin Đà Lạt,7510205,Công nghệ kỹ thuật ô tô,A00 | A01 | C01 | D01,17,
DYD,Đại học Yersin Đà Lạt,7480201,Công nghệ thông tin,A00 | A01 | D01 | K01,17,
DYD,Đại học Yersin Đà Lạt,7540101,Công nghệ thực phẩm,A00 | B00 | C08 | D07,17,
DYD,Đại học Yersin Đà Lạt,7720301,Điều dưỡng,A01 | B00 | D01 | D08,19,
DYD,Đại học Yersin Đà Lạt,7310608,Đông phương học,A01 | C00 | D01 | D15,17,
DYD,Đại học Yersin Đà Lạt,7720201,Dược học,A00 | A01 | B00 | D07,21,
DYD,Đại học Yersin Đà Lạt,7580101,Kiến trúc,A01 | C01 | H01 | V00,17,
DYD,Đại học Yersin Đà Lạt,7520114,Kỹ thuật cơ điện tử,A00 | A01 | C01 | D01,17,
DYD,Đại học Yersin Đà Lạt,7380107,Luật kinh tế,A00 | C00 | C20 | D01,17,
DYD,Đại học Yersin Đà Lạt,7220201,Ngôn ngữ Anh,A01 | D01 | D14 | D15,17,
DYD,Đại học Yersin Đà Lạt,7810103,Quản trị dịch vụ du lịch và lữ hành,A00 | C00 | D01 | D15,17,
DYD,Đại học Yersin Đà Lạt,7320108,Quan hệ công chúng,A00 | A01 | C00 | D01,17,
DYD,Đại học Yersin Đà Lạt,7340101,Quản trị Kinh doanh,A00 | A01 | C00 | D01,17,
DYD,Đại học Yersin Đà Lạt,7310401,Tâm lý học,A00 | B00 | C00 | D01,17,
DYD,Đại học Yersin Đà Lạt,7580108,Thiết kế nội thất,A01 | C01 | H01 | V00,17,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7340116,Bất động sản,A00 | A02 | C00 | D10,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620105,Chăn nuôi,A00 | B00 | C02 | D01,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7540101,Công nghệ thực phẩm,A00 | B00 | C02 | D01,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7540101_CTTT,Công nghệ thực phẩm (Chương trình tiên tiến),A00 | B00 | D01 | D08,16,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7510406,Công nghệ kỹ thuật Môi trường,A00 | A07 | A09 | B00,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7420201,Công nghệ sinh học,B00 | B02 | B03 | B05,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7540106,Đảm bảo chất lượng và an toàn thực phẩm,A00 | B00 | D01 | D07,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7549002,Dược liệu và Hợp chất thiên nhiên,A00 | B00 | B08 | D07,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,744030_CTTT,Khoa học và quản lý môi trường (Chương trình tiên tiến),A00 | A01 | A07 | A09 | B00 | C00 | C02 | C04 | C20 | D01 | D10 | D14,16,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7440301,Khoa học môi trường,A07 | A09 | B00 | D01,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620110,Khoa học cây trồng,A00 | B00 | C02,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620115_CTTT,Kinh tế nông nghiệp (Chương trình tiên tiến),A00 | A01 | B00 | D01,16,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620115,Kinh tế nông nghiệp,A00 | B00 | C02,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620205,Lâm sinh,A09 | A15 | B02 | C14,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7340120,Ngành Kinh doanh quốc tế,A00 | A01 | B00 | C02,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620101,Nông nghiệp,A00 | B00 | B02 | C02,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7810204_CTTT,Quản lý du lịch quốc tế (Chương trình tiên tiến),A00 | A01 | A07 | A09 | B00 | C00 | C02 | C04 | C20 | D01 | D14,16,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7850101,Quản lý tài nguyên và môi trường,A01 | B00 | C00 | D14,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7850103,Quản lý đất đai,A00 | A01 | B00 | D10,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7620211,Quản lý tài nguyên rừng,A01 | A14 | B00 | B03,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7320205,Quản lý thông tin,A07 | C20 | D01 | D84,15,
DTN,Đại học Nông Lâm - Đại học Thái Nguyên,7640101,Thú y,A00 | B00 | C02 | D01,15,
DTB,Đại học Thái Bình,7310201,Chính trị học,A00 | C00 | C14 | D01,18,
DTB,Đại học Thái Bình,7510201,Công nghệ kỹ thuật cơ khí (chuyên ngành Cơ khí chế tạo),A00 | B00 | C14 | D01,17,
DTB,Đại học Thái Bình,7510301,"Công nghệ kỹ thuật điện, điện tử",A00 | B00 | C14 | D01,17,
DTB,Đại học Thái Bình,7480201,Công nghệ thông tin,A00 | B00 | C14 | D01,17,
DTB,Đại học Thái Bình,7340301,Kế toán,A00,17.5,
DTB,Đại học Thái Bình,7310101,Kinh tế,A00,17.5,
DTB,Đại học Thái Bình,7380101,Ngành Luật,A00 | C00 | C14 | D01,17.5,
DTB,Đại học Thái Bình,7310206,Quan hệ quốc tế,A00 | C00 | C14 | D01,18,
DTB,Đại học Thái Bình,7340101,Quản trị Kinh doanh,A00 | B00 | C14 | D01,18,
DTB,Đại học Thái Bình,7340201,Tài chính – Ngân hàng,A00 | B00 | C14 | D01,17.5,
DHS,Đại học Sư Phạm - Đại học Huế,7140208,Giáo dục Quốc phòng - An ninh,C00 | C19 | C20 | D66,26.95,
DHS,Đại học Sư Phạm - Đại học Huế,7140205,Giáo dục Chính trị,C00 | C19 | C20 | D66,27.05,
DHS,Đại học Sư Phạm - Đại học Huế,7140202,Giáo dục Tiểu học,C00 | D01 | D08 | D10,27.75,
DHS,Đại học Sư Phạm - Đại học Huế,7140201,Giáo dục Mầm non,M01 | M09,24.2,
DHS,Đại học Sư Phạm - Đại học Huế,7140202TA,Giáo dục Tiểu học,C00 | D01 | D08 | D10,26.5,bằng tiếng Anh
DHS,Đại học Sư Phạm - Đại học Huế,7140248,Giáo dục Pháp luật,C00 | C19 | C20 | D66,26,
DHS,Đại học Sư Phạm - Đại học Huế,7140204,Giáo dục Công dân,C00 | C19 | C20 | D66,27.3,
DHS,Đại học Sư Phạm - Đại học Huế,7480104,Hệ thống thông tin,A00 | A01 | D01 | D90,15,
DHS,Đại học Sư Phạm - Đại học Huế,7140212TA,Sư phạm Hoá học,A00 | B00 | D07 | D90,28,bằng tiếng Anh
DHS,Đại học Sư Phạm - Đại học Huế,7140221,Sư phạm Âm nhạc,N00 | N01,19.5,
DHS,Đại học Sư Phạm - Đại học Huế,7140209,Sư phạm Toán học,A00 | A01 | D07,26.2,
DHS,Đại học Sư Phạm - Đại học Huế,7140211TA,Sư phạm Vật lý,A00 | A01 | D07 | D90,28.2,bằng tiếng Anh
DHS,Đại học Sư Phạm - Đại học Huế,7140219,Sư phạm Địa lý,C00 | C20 | D15 | D78,28.05,
DHS,Đại học Sư Phạm - Đại học Huế,7140249,Sư phạm Lịch sử - Địa lý,C00 | C19 | C20 | D78,27.37,
DHS,Đại học Sư Phạm - Đại học Huế,7140213,Sư phạm Sinh học,B00 | B02 | B04 | D90,24.6,
DHS,Đại học Sư Phạm - Đại học Huế,7140209TA,Sư phạm Toán học,A00 | A01 | D07,26.2,bằng tiếng Anh
DHS,Đại học Sư Phạm - Đại học Huế,7140247,Sư phạm khoa học tự nhiên,A00 | B00 | D90,24.6,
DHS,Đại học Sư Phạm - Đại học Huế,7140211,Sư phạm Vật lý,A00 | A01 | A02 | D90,25.7,
DHS,Đại học Sư Phạm - Đại học Huế,7140217,Sư phạm Ngữ văn,C00 | C19 | D01 | D66,28.1,
DHS,Đại học Sư Phạm - Đại học Huế,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),A00 | A01 | D01 | D90,23.3,
DHS,Đại học Sư Phạm - Đại học Huế,7140213TA,Sư phạm Sinh học,B00 | B02 | D08 | D90,28,bằng tiếng Anh
DHS,Đại học Sư Phạm - Đại học Huế,7140246,Sư phạm công nghệ,A00 | A02 | D90,19,
DHS,Đại học Sư Phạm - Đại học Huế,7140210TA,Sư phạm Tin học,A00 | A01 | D01 | D90,22.3,bằng tiếng Anh
DHS,Đại học Sư Phạm - Đại học Huế,7140212,Sư phạm Hóa học,A00 | B00 | D07 | D90,25.8,
DHS,Đại học Sư Phạm - Đại học Huế,7140218,Sư phạm Lịch sử,C00 | C19 | D14 | D78,28.3,
DHS,Đại học Sư Phạm - Đại học Huế,7310403,Tâm lý học giáo dục,B00 | C00 | C20 | D01,23.8,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7620112,Bảo vệ thực vật,A00 | B00 | C15 | D01,21.9,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7620105,Chăn nuôi,A02 | B00 | C15 | D08,18.2,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7420201,Công nghệ sinh học,A00 | B00 | C15 | D01,16,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7510401,Công nghệ kỹ thuật hoá học,A00 | B00 | C05 | C08,16.2,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7480201,Công nghệ thông tin,A00 | A01 | C01 | D01,20.72,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7540104,Công nghệ sau thu hoạch,A00 | B00 | C05 | D07,16,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7540101,Công nghệ thực phẩm,A00 | B00 | C05 | D07,16,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7510406,Công nghệ kỹ thuật Môi trường,A16 | B03 | C15 | D01,16.2,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7540106,Đảm bảo chất lượng và an toàn thực phẩm,A00 | B00 | C05 | D07,16,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7620301,ĐH Nuôi trồng thủy sản,A00 | B00 | D01 | D10,16.15,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140205,Giáo dục Chính trị,C00 | C19 | D01 | D66,26.99,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140201,Giáo dục Mầm non,M02 | M03 | M05 | M06,22.79,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140202,Giáo dục Tiểu học,A00 | A01 | C00 | D01,26.63,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7340301,Kế toán,A00 | A01 | C15 | D01,23.02,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7620110,Khoa học cây trồng,A00 | B00 | C15 | D01,16,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7310106,Kinh tế quốc tế,A00 | A01 | C15 | D01,21.4,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7480103,Kỹ thuật phần mềm,A00 | A01 | C01 | D01,19.4,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7340115,Marketing,A00 | A01 | C15 | D01,23.17,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7380101,Ngành Luật,A01 | C00 | C01 | D01,25.1,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7220201,Ngôn ngữ Anh,A01 | D01 | D09 | D14,21.71,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7620116,Phát triển nông thôn,A00 | B00 | C00 | D01,22.08,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7340101,Quản trị Kinh doanh,A00 | A01 | C15 | D01,21.52,Quản trị kinh doanh
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7850101,Quản lý tài nguyên và môi trường,A00 | B00 | C15 | D01,21.41,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140213,Sư phạm Sinh học,B00 | B03 | B05 | D08,24.98,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140212,Sư phạm Hóa học,A00 | B00 | C02 | D07,25.81,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140231,Sư phạm Tiếng Anh,A01 | D01 | D09 | D14,25.61,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140211,Sư phạm Vật lý,A00 | A01 | A17 | C01,25.57,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140218,Sư phạm Lịch sử,A08 | C00 | C20 | D10,27.91,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140217,Sư phạm Ngữ văn,C00 | D01 | D14 | D15,27.44,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140219,Sư phạm Địa lý,A09 | C00 | C20 | D10,27.91,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7140209,Sư phạm Toán học,A00 | A01 | C01 | D01,26.18,
QSA,Đại học An Giang - Đại học Quốc gia TP HCM,7340201,Tài chính – Ngân hàng,A00 | A01 | C15 | D01,22.56,
