Mã trường,Tên trường,Mã ngành,Tên ngành,Tổ hợp môn,Chứng chỉ quốc tế,Điểm học bạ,Điểm thi THPT,Điểm thi riêng,Điểm xét tuyển kết hợp,Điểm xét tốt nghiệp THPT,Điểm ĐGNL HCM,Điểm ĐGNL HN,Điểm ĐGNL ĐH Sư phạm HN,Điểm ĐGNL ĐH Sư phạm TPHCM,Điểm Đánh giá Tư duy,Điểm Đánh giá đầu vào V-SAT,"ƯTXT, XT thẳng",Ghi chú
YHB,Trường Đại Học Y Hà Nội,7310401,Tâm lý học,D01 | B00 | C00,0,0,23.7,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720101YHT,Y khoa Phân hiệu Thanh Hóa,B00,0,0,25.8,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720110,Y học dự phòng,B00,0,0,17,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720115,Y học cổ truyền,B00,0,0,23.5,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720301YHT,Điều dưỡng Phân hiệu Thanh Hóa,A00; B00,0,0,17,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720302,Hộ sinh,A00; B00,0,0,20.35,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720401,Dinh dưỡng,A00; B00,0,0,18.75,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720502,Kỹ thuật phục hình răng,A00; B00,0,0,21.85,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720601,Kỹ thuật xét nghiệm y học,A00; B00,0,0,23.72,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720601YHT,Kỹ thuật xét nghiệm y học Phân hiệu Thanh Hóa,A00; B00,0,0,18.35,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720602,Kỹ thuật hình ảnh y học,A00; B00,0,0,23.57,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720603YHT,Kỹ thuật phục hồi chức năng Phân hiệu Thanh Hóa,A00; B00,0,0,17.3,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720699,Khúc xạ nhãn khoa,A00; B00,0,0,23.23,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720701,Y tế công cộng,D01 | B00; B08,0,0,21.2,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7760101,Công tác xã hội,A00; B00; B08,0,0,17,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720101,Y khoa,B00,0,0,28.13,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720301,Điều dưỡng,A00; B00,0,0,22.25,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720501,Răng - Hàm - Mặt,B00,0,0,27.34,0,0,0,0,0,0,0,0,0,0,
YHB,Trường Đại Học Y Hà Nội,7720603,Kỹ thuật phục hồi chức năng,A00; B00,0,0,22.5,0,0,0,0,0,0,0,0,0,0,
HTC,Học Viện Tài chính,7220201,Tiếng Anh tài chính kế toán,A01; D01; D07,0,0,24.1,0,24.1,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7310101,Kinh tế và quản lý nguồn lực tài chính,A00; A01; D01; D07,0,0,25.43,0,25.43,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7310102,Kinh tế chính trị - tài chính,A00; A01; D01; D07,0,0,24.92,0,24.92,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7310104QT12.01,Kinh tế đầu tư (Theo định hướng ACCA),A01; D01; D07,0,0,22.82,0,22.82,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7310108,Toán tài chính,A00; A01; D01; D07,0,0,24.57,0,24.57,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340101,Quản trị doanh nghiệp; Quản trị kinh doanh du lịch,A00; A01; D01; D07,0,0,24.98,0,24.98,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340115,Marketing,A00; A01; D01; D07,0,0,26.23,0,26.23,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340115QT11.02,Digital Marketing (Theo định hướng ICDL),A01; D01; D07,0,0,23.44,0,23.44,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340116,Thẩm định giá và kinh doanh bất động sản,A00; A01; D01; D07,0,0,21.51,0,21.51,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340120QT15.01,Kinh doanh quốc tế (Theo định hướng ICAEW CFAB),A01; D01; D07,0,0,24.89,0,24.89,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,73402011,Tài chính - Ngân hàng 1 (CN Thuế;  Hải quan và Nghiệp vụ ngoại thương;  Tài chính quốc tế,A00; A01; D01; D07,0,0,25.47,0,25.47,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,73402013,Tài chính - Ngân hàng 3 (CN Ngân hàng;  Đầu tư tài chính),A00; A01; D01; D07,0,0,25.4,0,25.4,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340201QT01.01,Thuế và Quản trị thuế (Theo định hướng ACCA),A01; D01; D07,0,0,21,0,21,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340201QT01.06,Hải quan và Logistics (Theo định hướng FIATA),A01; D01; D07,0,0,21.3,0,21.3,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340201QT01.11,Tài chính doanh nghiệp (Theo định hướng ACCA),A01; D01; D07,0,0,21,0,21,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340201QT01.15,Ngân hàng (Theo định hướng ICAEW CFAB),A01; D01; D07,0,0,21,0,21,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340201QT01.19,Đầu tư tài chính (Theo định hướng ICAEW CFAB),A01; D01; D07,0,0,21,0,21,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340301,Kế toán doanh nghiệp; Kế toán công,A00; A01; D01; D07,0,0,25.01,0,25.01,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340301QT02.01,Kế toán doanh nghiệp (Theo định hướng ACCA),A01; D01; D07,0,0,21.5,0,21.5,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340301QT02.02,Kế toán quản trị và Kiểm soát quản lý (Theo định hướng CMA),A01; D01; D07,0,0,21,0,21,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340302,Kiểm toán,A00; A01; D01; D07,0,0,26.6,0,26.6,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340302QT10.01,Kiểm toán (Theo định hướng ICAEW CFAB),A01; D01; D07,0,0,21.5,0,21.5,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340403,Quản lý tài chính công,A00; A01; D01; D07,0,0,22.55,0,22.55,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7380101,Luật kinh doanh,A00; A01; D01; D07,0,0,25.12,0,25.12,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7460108,Khoa học dữ liệu trong tài chính,A00; A01; D01; D07,0,0,25.52,0,25.52,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7480201,Trí tuệ nhân tạo trong tài chính kế toán,A00; A01; D01; D07,0,0,24.97,0,24.97,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340101QT03.01,Quản trị doanh nghiệp (Theo định hướng ICAEW CFAB),A01; D01; D07,0,0,22.58,0,22.58,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340116QT09.01,Thẩm định giá và kinh doanh bất động sản (Theo định hướng ACCA),A01; D01; D07,0,0,21,0,21,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,73402012,Tài chính - Ngân hàng 2 (CN Tài chính doanh nghiệp; Phân tích tài chính),A00; A01; D01; D07,0,0,26.31,0,26.31,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340201QT01.09,Phân tích tài chính (Theo định hướng ICAEW CFAB),A01; D01; D07,0,0,21,0,21,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340204,Tài chính bảo hiểm,A00; A01; D01; D07,0,0,22.56,0,22.56,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340301QT02.03,Kế toán công (Theo định hướng ACCA),A01; D01; D07,0,0,21.5,0,21.5,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7340405,Tin học tài chính kế toán,A00; A01; D01; D07,0,0,25.07,0,25.07,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
HTC,Học Viện Tài chính,7310104,Kinh tế đầu tư,A00; A01; D01; D07,0,0,25.56,0,25.56,0,0,0,0,0,0,0,0,Điểm đã được quy đổi
SPH,Trường Đại Học Sư Phạm Hà Nội,7140201,Giáo dục Mầm non,"Toán, Ngữ văn, Lịch sử | M00",0,0,22.13,0,0,0,0,0,0,0,0,0,22.13,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140201K,Giáo dục Mầm non - Sư phạm Tiếng Anh,"Toán, Ngữ văn, Tiếng Anh | M01;  M02",0,0,21.5,0,0,0,0,0,0,0,0,0,21.5,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140202,Giáo dục Tiểu học,"D01 | Toán, Ngữ văn, Tiếng Anh",0,0,25.1,0,0,0,0,0,25.1,0,0,0,25.1,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140203,Giáo dục đặc biệt,"Toán, Ngữ văn, Ngoại ngữ; Tất cả các đội tuyển | D01;  C00 | C00;  D01",0,0,27.55,0,0,0,0,0,27.55,0,0,0,27.55,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140204,Giáo dục công dân,D14; C00 | GDKTPL; Ngữ văn; ngoại ngữ;Tất cả các đội tuyển | X70; X74; X78,0,0,27.67,0,0,0,0,0,27.67,0,0,0,27.67,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140205,Giáo dục chính trị,D14; C00 | GDKTPL; Ngữ văn; ngoại ngữ;Tất cả các đội tuyển | X70; X74; X78,0,0,28.22,0,0,0,0,0,28.22,0,0,0,28.22,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140208,Giáo dục Quốc phòng và An ninh,"D01; C00 | C00; D01 | Toán, Ngữ văn, Ngoại ngữ;Tất cả các đội tuyển",0,0,27.27,0,0,0,0,0,27.27,0,0,0,27.27,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140209,Sư phạm Toán học,"Toán, Ngữ văn, Tiếng Anh;Toán, Vật lí, Hóa học, Tin học | A01; A00 | A00; A01",0,0,28.27,0,0,0,0,0,28.27,0,0,0,28.27,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140209K,Sư phạm Toán học (dạy Toán bằng tiếng Anh),"A01;D01 | Toán, Ngữ văn, Tiếng Anh;Toán, Tiếng Anh | A01; D01",0,0,28.36,0,0,0,0,0,28.36,0,0,0,28.36,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140211,Sư phạm Vật lí,"A01; A00 | A00; A01 | Toán, Vật lí, Tiếng Anh;Toán, Vật lí, Hóa học, Tin học",0,0,28.31,0,0,0,0,0,28.31,0,0,0,28.31,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140211K,Sư phạm Vật lí (dạy Toán bằng tiếng Anh),"A01; A00 | A00;A01 | Toán, Vật lí, Tiếng Anh;Toán, Vật lí, Hóa học, Tin học",0,0,27.78,0,0,0,0,0,27.78,0,0,0,27.78,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140212,Sư phạm Hoá học," A00; B00 | Toán, Hóa học, Tiếng Anh;Hóa học, Toán, Vật lí | A00;B00",0,0,28.37,0,0,0,0,0,28.37,0,0,0,28.37,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140213,Sư phạm Sinh học,"B00; D08 | Toán, Sinh học, Tiếng Anh;Sinh học, Hóa học, Vật lí, NCKHKT",0,0,26.27,0,0,0,0,0,26.27,0,0,0,26.27,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140217,Sư phạm Ngữ văn,"Toán, Ngữ văn, Tiếng Anh; Ngữ văn | D01;  C00 | C00;  D01",0,0,28.48,0,0,0,0,0,28.48,0,0,0,28.48,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140218,Sư phạm Lịch sử,"Ngữ văn, Lịch sử, Địa lý;Ngữ văn, Lịch sử | D14; C00 | C00; D14",0,0,29.06,0,0,0,0,0,29.06,0,0,0,29.06,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140221,Sư phạm Âm nhạc,"N01; N02 | Toán, Ngữ văn, Ngoại ngữ;Theo quy định riêng",0,0,23.75,0,0,0,0,0,0,0,0,0,23.75,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140222,Sư phạm Mỹ thuật,"H01; H02 | Toán, Ngữ văn, Ngoại ngữ;Theo quy định riêng",0,0,23.48,0,0,0,0,0,0,0,0,0,23.48,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140231,Sư phạm Tiếng Anh,"D01 | Toán, Ngữ văn, Tiếng Anh;Tiếng Anh",0,0,26.29,0,0,0,0,0,26.29,0,0,0,26.29,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140233,Sư phạm Tiếng Pháp,"D01; D03 | D01 | Toán, Ngữ văn, Ngoại ngữ;Tiếng Pháp, Tiếng Anh",0,0,27.15,0,0,0,0,0,27.15,0,0,0,27.15,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140247,Sư phạm Khoa học tự nhiên," A00; B00 | Vật lí, Hóa học, Sinh học;Toán, Vật lí, Hóa học, Sinh học | A00; B00",0,0,27.06,0,0,0,0,0,27.06,0,0,0,27.06,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140249,Sư phạm Lịch sử - Địa lí,"Ngữ văn, Lịch sử, Địa lí | C00",0,0,28.58,0,0,0,0,0,28.58,0,0,0,28.58,
SPH,Trường Đại Học Sư Phạm Hà Nội,7220101,Tiếng Việt và văn hóa Việt Nam (mới),"C00;  D14 | Ngữ văn, Lịch sử, Ngoại ngữ; Ngữ văn, Lịch sử, Tiếng Anh | D14;  C00",0,0,26.36,0,0,0,0,0,26.36,0,0,0,26.36,
SPH,Trường Đại Học Sư Phạm Hà Nội,7220204,Ngôn ngữ Trung Quốc,"D01; D04 | D01 | Toán, Ngữ văn, Ngoại ngữ;Tiếng Anh, Tiếng Trung Quốc, Tiếng Pháp, Ngữ văn",0,0,26.76,0,0,0,0,0,26.76,0,0,0,26.76,
SPH,Trường Đại Học Sư Phạm Hà Nội,7229001,Triết học (Triết học Mác Lê-nin),"Ngữ văn, Lịch sử, Ngoại ngữ;Tất cả các đội tuyển | D14; C00 | C00; D14; X70",0,0,24.68,0,0,0,0,0,24.68,0,0,0,24.68,
SPH,Trường Đại Học Sư Phạm Hà Nội,7229010,Lịch sử (mới),"C03; D14; C00 | C00; C03; D14 | Ngữ văn, Lịch sử, Địa lí;Ngữ văn, Lịch sử",0,0,27.75,0,0,0,0,0,27.75,0,0,0,27.75,
SPH,Trường Đại Học Sư Phạm Hà Nội,7310201,Chính trị học,"Giáo dục KTPL, Ngữ văn, Ngoại ngữ;Tất cả các đội tuyển | D14; C00 | X70; X74; X78",0,0,25.1,0,0,0,0,0,25.1,0,0,0,25.1,
SPH,Trường Đại Học Sư Phạm Hà Nội,7310301,Xã hội học (mới),"Ngữ văn, Lịch sử, Ngoại ngữ;Tất cả các đội tuyển | D14; C00 | C00; D14; X70",0,0,25.8,0,0,0,0,0,25.8,0,0,0,25.8,
SPH,Trường Đại Học Sư Phạm Hà Nội,7310401,Tâm lý học (Tâm lý học trường học),"D01; D15; D14 | Toán, Ngữ văn, Ngoại ngữ;Tất cả các đội tuyển | D01; D14; D15",0,0,23.23,0,0,0,0,0,23.23,0,0,0,23.23,
SPH,Trường Đại Học Sư Phạm Hà Nội,7310630,Việt Nam học (Tuyển sinh người Việt Nam),"D01;  D14 | Toán, Ngữ văn, Ngoại ngữ; Ngữ văn, Toán, Lịch sử, Địa lí, Tiếng Anh",0,0,20,0,0,0,0,0,20,0,0,0,20,
SPH,Trường Đại Học Sư Phạm Hà Nội,7420101,Sinh học,"B00; D08 | B00; B08 | Toán, Tiếng Anh, Sinh học;Sinh học, Hóa học, Vật lí, NCKHKT",0,0,19,0,0,0,0,0,19,0,0,0,19,
SPH,Trường Đại Học Sư Phạm Hà Nội,7420201,Công nghệ sinh học (mới),"A02; B00; B08 | Toán, Tiếng Anh, Sinh học;Sinh học, Hóa học, Vật lí, NCKHKT",0,0,19.25,0,0,0,0,0,19.25,0,0,0,19.25,
SPH,Trường Đại Học Sư Phạm Hà Nội,7440112,Hóa học,"A00; B00; D07 | Toán, Tiếng Anh, Hóa học;Hóa học, Toán, Vật lí |  A00; B00; D07",0,0,23,0,0,0,0,0,23,0,0,0,23,
SPH,Trường Đại Học Sư Phạm Hà Nội,7460101,Toán học,"A01; A00 | A00; A01 | Toán, Ngữ văn, Tiếng Anh;Toán, Vật lí, Hóa học, Tin học, NCKHKT",0,0,25.5,0,0,0,0,0,25.5,0,0,0,25.5,
SPH,Trường Đại Học Sư Phạm Hà Nội,7480201,Công nghệ thông tin,"A00; A01; X06 | A01; A00 | Toán, Tiếng Anh, Tin học;Tin học, Toán, Vật lí, Hóa học, Tiếng Anh, NCKHKT",0,0,20.6,0,0,0,0,0,20.6,0,0,0,20.6,
SPH,Trường Đại Học Sư Phạm Hà Nội,7760103,Hỗ trợ giáo dục người khuyết tật,"D01; C00 | C00; D01 | Toán, Ngữ văn, Ngoại ngữ;Tất cả các đội tuyển",0,0,25.28,0,0,0,0,0,25.28,0,0,0,25.28,
SPH,Trường Đại Học Sư Phạm Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,"D01; D14 | Toán, Ngữ văn, Ngoại ngữ;Toán, Ngữ văn, Tiếng Anh, Lịch sử, Địa lí",0,0,20.25,0,0,0,0,0,20.25,0,0,0,20.25,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140202K,Giáo dục Tiểu học - Sư phạm Tiếng Anh,"D01 | Toán, Ngữ văn, Tiếng Anh",0,0,24.99,0,0,0,0,0,24.99,0,0,0,24.99,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140210,Sư phạm Tin học,"A00; A01; X06 | A01; A00 | Toán, Tiếng Anh, Tin học;Tin học, Toán, Vật lí, Hóa học, Tiếng Anh, NCKHKT",0,0,24.85,0,0,0,0,0,24.85,0,0,0,24.85,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140212K,Sư phạm Hoá học (dạy Hóa học bằng tiếng Anh),"D07 | Toán, Hóa học, Tiếng Anh;Hóa học, Toán, Vật lí",0,0,26.13,0,0,0,0,0,26.13,0,0,0,26.13,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140219,Sư phạm Địa lí,"Địa lí, Ngữ văn, Lịch sử | C00; C04 | C04; C00",0,0,28.79,0,0,0,0,0,28.79,0,0,0,28.79,
SPH,Trường Đại Học Sư Phạm Hà Nội,7310403,Tâm lý học giáo dục,"D01; D15; D14 | Toán, Ngữ văn, Ngoại ngữ;Tất cả các đội tuyển | D01; D14; D15",0,0,23.75,0,0,0,0,0,23.75,0,0,0,23.75,
SPH,Trường Đại Học Sư Phạm Hà Nội,7440102,Vật lí học (vật lí bán dẫn và kỹ thuật) (mới),"Toán, Tiếng Anh, Vật lí;Toán, Vật lí, Hóa học, Tin học, NCKHKT | A01; A00 | A00; A01; X06",0,0,22.35,0,0,0,0,0,22.35,0,0,0,22.35,
SPH,Trường Đại Học Sư Phạm Hà Nội,7760101,Công tác xã hội,"Ngữ văn, Lịch sử, Ngoại ngữ;Tất cả các đội tuyển | D14; C00 | C00; D14; X70",0,0,26.04,0,0,0,0,0,26.04,0,0,0,26.04,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140114,Quản lí giáo dục,"C03; D01; X01 | Toán, Ngữ văn, Ngoại ngữ;Tất cả các đội tuyển | C03; D01",0,0,24.68,0,0,0,0,0,24.68,0,0,0,24.68,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140206,Giáo dục thể chất,"Toán, Ngữ văn, Ngoại ngữ; Theo quy định riêng | T01;  T02",0,0,25.89,0,0,0,0,0,0,0,0,0,25.89,
SPH,Trường Đại Học Sư Phạm Hà Nội,7220101_A,Tiếng Việt và văn hóa Việt Nam - Tuyển sinh người nước ngoài,Theo quy định riêng,0,0,0,0,0,0,0,0,0,0,0,0,26.36,
SPH,Trường Đại Học Sư Phạm Hà Nội,7220201,Ngôn ngữ Anh,"D01 | Toán, Ngữ văn, Tiếng Anh;Tiếng Anh",0,0,24.52,0,0,0,0,0,24.52,0,0,0,24.52,
SPH,Trường Đại Học Sư Phạm Hà Nội,7229030,Văn học,"Toán, Ngữ văn, Ngoại ngữ;Ngữ văn | C00; D01 | D01; C00",0,0,27.64,0,0,0,0,0,27.64,0,0,0,27.64,
SPH,Trường Đại Học Sư Phạm Hà Nội,7310630_A,Việt Nam học (Tuyển sinh người nước ngoài),Theo quy định riêng,0,0,0,0,0,0,0,0,0,0,0,0,20,
SPH,Trường Đại Học Sư Phạm Hà Nội,7140246,Sư phạm Công nghệ,"A00;   A01;   X07;  X08 | Toán, Tiếng Anh, Công nghệ; Toán, Vật lí, Công nghệ, Tin học, NCKHKT | A01;  A00",0,0,21.75,0,0,0,0,0,21.75,0,0,0,21.75,
NHH,Học Viện Ngân Hàng,ACT01,Chất lượng cao Kế toán,A01; D01; D07; D09 | Q00,0,25.14,21.57,0,22.85,0,0,88,0,0,0,315,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,ACT02,Kế toán,Q00 | A00; A01; D01; D07,0,28.35,24.69,0,27.35,0,0,99,0,0,0,359,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,ACT03,"Kế toán Sunderland, Anh (Cấp song bằng)",Q00 | A00; A01; D01; D07,0,24,21,0,20,0,0,85,0,0,0,300,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BANK01,Chất lượng cao Ngân hàng,A01; D01; D07; D09 | Q00,0,25.96,21.98,0,24.9,0,0,90,0,0,0,325,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BANK02,Ngân hàng,Q00 | A00; A01; D01; D07,0,28.47,24.93,0,27.47,0,0,100,0,0,0,362,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BANK03,Ngân hàng số,Q00 | A00; A01; D01; D07,0,28.41,24.82,0,27.41,0,0,100,0,0,0,361,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BANK05,Ngân hàng và Tài chính quốc tế Coventry  (Cấp song bằng),Q00 | A00; A01; D01; D07,0,24,21,0,20,0,0,85,0,0,0,300,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BANK06,Chất lượng cao Ngân hàng và Tài chính quốc tế,A01; D01; D07; D09 | Q00,0,26.94,22.94,0,25.94,0,0,93,0,0,0,337,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BANK07,Chất lượng cao Ngân hàng trung ương và Chính sách công,A01; D01; D07; D09 | Q00,0,24.4,21.2,0,21,0,0,86,0,0,0,305,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BUS02,Quản trị kinh doanh,Q00 | A00; A01; D01; D07,0,28.19,24.38,0,27.19,0,0,97,0,0,0,355,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BUS03,Quản trị du lịch,A01; D01; D07; D09 | Q00,0,27.53,23.53,0,26.53,0,0,94,0,0,0,345,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BUS04,"Quản trị kinh doanh CityU, Hoa Kỳ (Cấp song bằng)",Q00 | A00; A01; D01; D07,0,24.26,21.13,0,20.65,0,0,86,0,0,0,304,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BUS06,Chất lượng cao Marketing số,A01; D01; D07; D09 | Q00,0,27.1,23.1,0,26.1,0,0,93,0,0,0,339,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,BUS07,Marketing,Q00 | A00; A01; D01; D07,0,28.36,24.72,0,27.36,0,0,99,0,0,0,359,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,DS01,Khoa học dữ liệu trong kinh tế và kinh doanh,Q00 | A00; A01; D01; D07,0,27.84,23.84,0,26.84,0,0,95,0,0,0,348,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,ECON02,Chất lượng cao Kinh tế đầu tư,A01; D01; D07; D09 | Q00,0,26.13,22.13,0,25.13,0,0,91,0,0,0,327,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,FIN01,Chất lượng cao Tài chính,A01; D01; D07; D09 | Q00,0,25.2,21.6,0,23,0,0,88,0,0,0,315,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,FIN02,Tài chính,Q00 | A00; A01; D01; D07,0,28.58,25.16,0,27.58,0,0,101,0,0,0,365,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,FIN04,Chất lượng cao Hoạch định và tư vấn tài chính,A01; D01; D07; D09 | Q00,0,24.1,21.05,0,20.25,0,0,86,0,0,0,302,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,FL01,Ngôn ngữ Anh Tài chính - Ngân hàng,A01; D01; D07; D09 | Q00,0,27.41,23.41,0,26.41,0,0,94,0,0,0,343,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,FL02,Chất lượng cao Ngôn ngữ Anh Tài chính - Ngân hàng,A01; D01; D07; D09 | Q00,0,25.64,21.82,0,24.1,0,0,90,0,0,0,321,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,IB02,Logistics và quản lý chuỗi cung ứng,A01; D01; D07; D09 | Q00,0,28.56,25.11,0,27.56,0,0,101,0,0,0,364,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,IB03,Kinh doanh quốc tế Coventry (Cấp song bằng),Q00 | A00; A01; D01; D07,0,24,21,0,20,0,0,85,0,0,0,300,0,Xét kết hợp CCQT và học bạ
NHH,Học Viện Ngân Hàng,IB04,Chất lượng cao Kinh doanh quốc tế,A01; D01; D07; D09 | Q00,0,27.4,23.4,0,26.4,0,0,94,0,0,0,343,0,Xét kết hợp CCQT và học bạ
